rank,ema,atr_period,sl_mult,tp_mult,hours,tr_trades,tr_wr,tr_pf,tr_dd,tr_monthly,te_trades,te_wr,te_pf,te_dd,te_monthly,score
0,15/34/80,20,2.5,3.0,7-16h,80,56.2,1.547,-4.4%,1.69,20,55.0,1.456,-2.0%,1.08,0.5637
0,9/26/150,10,2.0,4.0,7-16h,75,42.7,1.486,-5.9%,1.86,-,-,-,-,-,0.5635
0,9/42/80,14,3.0,3.5,7-16h,65,58.5,1.636,-5.0%,1.54,25,44.0,0.905,-6.7%,-0.34,0.5635
0,15/26/100,10,2.5,3.0,7-16h,68,57.4,1.625,-5.5%,1.58,-,-,-,-,-,0.5635
0,5/50/100,10,2.0,3.5,0-23h,129,43.4,1.347,-8.9%,2.23,35,45.7,1.454,-3.9%,2.35,0.5634
0,9/34/100,20,3.0,4.0,0-23h,102,52.0,1.42,-4.7%,1.94,26,46.2,1.131,-5.0%,0.48,0.5634
0,12/26/150,14,2.5,3.5,7-16h,70,52.9,1.576,-5.5%,1.67,-,-,-,-,-,0.5633
0,12/34/80,14,2.5,3.0,7-16h,78,56.4,1.557,-4.5%,1.67,26,50.0,1.192,-4.5%,0.64,0.5632
0,15/42/100,14,3.0,3.0,0-23h,80,61.3,1.566,-3.0%,1.6,37,45.9,0.837,-6.9%,-0.81,0.5632
0,9/50/80,20,2.5,3.0,6-17h,98,55.1,1.485,-6.1%,1.86,28,42.9,0.887,-6.3%,-0.45,0.563
0,12/34/80,14,2.0,4.0,6-17h,93,41.9,1.483,-14.1%,2.15,28,42.9,1.496,-3.1%,2.07,0.5629
0,9/42/150,14,2.5,3.0,7-16h,76,56.6,1.564,-4.5%,1.65,-,-,-,-,-,0.5627
0,15/34/150,14,2.0,3.5,6-17h,76,46.1,1.484,-4.2%,1.79,-,-,-,-,-,0.5627
0,12/42/80,10,2.0,3.5,0-23h,127,43.3,1.354,-7.7%,2.16,43,37.2,1.024,-6.6%,0.16,0.5626
0,15/26/100,20,1.5,3.0,6-17h,100,41.0,1.384,-5.9%,2.04,21,42.9,1.473,-3.1%,1.54,0.5626
0,15/42/80,14,3.0,4.0,6-17h,60,55.0,1.632,-4.0%,1.5,24,45.8,1.116,-3.9%,0.39,0.5626
0,15/34/80,14,2.5,2.5,0-23h,119,58.8,1.434,-4.1%,1.88,39,43.6,0.753,-13.2%,-1.31,0.5625
0,15/34/150,14,2.0,3.0,7-16h,71,50.7,1.537,-4.0%,1.68,-,-,-,-,-,0.5625
0,9/42/150,20,2.5,3.0,7-16h,78,56.4,1.551,-4.5%,1.67,-,-,-,-,-,0.5624
0,9/50/100,14,2.5,3.0,6-17h,88,55.7,1.506,-4.9%,1.77,27,63.0,2.033,-3.0%,2.8,0.5624
0,9/50/100,20,3.0,3.5,6-17h,79,57.0,1.538,-3.0%,1.64,24,70.8,2.874,-2.0%,3.51,0.5624
0,9/34/100,20,3.0,3.0,6-17h,91,60.4,1.529,-4.0%,1.69,-,-,-,-,-,0.5622
0,9/42/200,20,3.0,4.0,7-16h,60,55.0,1.627,-3.9%,1.5,-,-,-,-,-,0.5621
0,9/50/100,20,3.0,4.0,7-16h,66,54.5,1.598,-4.9%,1.59,21,66.7,2.696,-2.0%,3.17,0.5621
0,9/42/200,20,2.5,4.0,6-17h,60,50.0,1.594,-4.8%,1.59,-,-,-,-,-,0.562
0,5/42/150,20,2.5,3.0,7-16h,72,56.9,1.593,-5.6%,1.62,24,54.2,1.404,-2.0%,1.18,0.5619
0,9/34/100,20,2.5,3.0,7-16h,88,55.7,1.516,-5.7%,1.77,-,-,-,-,-,0.5619
0,15/42/100,14,2.5,4.0,7-16h,58,50.0,1.61,-3.9%,1.53,21,52.4,1.738,-3.0%,2.0,0.5619
0,15/26/80,20,3.0,4.0,7-16h,64,54.7,1.611,-4.9%,1.56,-,-,-,-,-,0.5618
0,15/26/100,14,2.0,4.0,0-23h,111,40.5,1.372,-8.1%,2.13,35,40.0,1.313,-6.8%,1.78,0.5618
0,9/42/80,14,2.5,2.5,6-17h,102,59.8,1.472,-4.0%,1.79,30,46.7,0.86,-8.7%,-0.55,0.5617
0,9/42/150,20,2.0,4.0,7-16h,83,42.2,1.443,-6.9%,1.95,-,-,-,-,-,0.5617
0,5/42/80,10,2.0,4.0,6-17h,88,42.0,1.46,-10.6%,2.05,33,39.4,1.287,-4.0%,1.51,0.5616
0,5/50/100,10,3.0,3.0,6-17h,82,61.0,1.554,-3.0%,1.6,24,58.3,1.391,-2.0%,1.03,0.5616
0,5/50/150,10,3.0,4.0,6-17h,66,54.5,1.601,-5.2%,1.59,20,60.0,1.986,-2.0%,2.12,0.5616
0,9/42/150,14,2.5,3.0,6-17h,80,56.2,1.535,-4.5%,1.69,-,-,-,-,-,0.5616
0,5/42/150,14,2.5,4.0,0-23h,100,47.0,1.413,-6.2%,1.98,30,46.7,1.382,-3.9%,1.64,0.5615
0,9/34/100,20,3.0,4.0,7-16h,70,54.3,1.569,-5.5%,1.66,-,-,-,-,-,0.5615
0,12/34/100,14,2.5,3.0,6-17h,80,56.2,1.551,-5.5%,1.69,23,52.2,1.298,-3.0%,0.86,0.5614
0,12/26/150,14,2.5,3.0,7-16h,78,56.4,1.564,-5.7%,1.67,-,-,-,-,-,0.5613
0,12/34/150,14,2.0,3.5,6-17h,76,46.1,1.505,-5.9%,1.79,-,-,-,-,-,0.5613
0,15/34/150,20,2.0,3.0,7-16h,71,50.7,1.528,-4.0%,1.68,-,-,-,-,-,0.5613
0,5/42/150,14,2.5,3.0,7-16h,72,56.9,1.588,-5.6%,1.62,24,54.2,1.404,-2.0%,1.18,0.5612
0,12/42/80,10,2.5,4.0,0-23h,100,47.0,1.438,-7.7%,1.98,35,28.6,0.624,-10.9%,-2.29,0.5612
0,12/42/100,14,2.5,3.0,6-17h,84,56.0,1.518,-4.9%,1.73,20,60.0,1.781,-2.0%,1.68,0.5612
0,12/34/200,20,2.5,4.0,7-16h,60,50.0,1.615,-6.2%,1.59,-,-,-,-,-,0.561
0,5/50/80,10,2.5,4.0,7-16h,76,48.7,1.526,-7.1%,1.79,26,50.0,1.592,-3.0%,2.04,0.5609
0,9/50/100,10,3.0,3.5,7-16h,54,59.3,1.694,-3.8%,1.35,23,69.6,2.673,-2.0%,3.17,0.5609
0,12/34/100,14,2.5,3.0,7-16h,74,56.8,1.579,-5.5%,1.63,21,57.1,1.588,-3.0%,1.4,0.5609
0,9/34/100,10,3.0,3.0,6-17h,82,61.0,1.566,-4.0%,1.6,-,-,-,-,-,0.5608
0,15/42/80,10,2.0,4.0,7-16h,67,43.3,1.554,-7.8%,1.76,23,43.5,1.501,-5.9%,1.81,0.5608
0,15/50/80,14,3.0,3.0,7-16h,52,63.5,1.728,-2.0%,1.22,21,47.6,0.9,-3.0%,-0.29,0.5608
0,5/42/80,14,3.0,4.0,7-16h,72,54.2,1.576,-7.1%,1.69,27,51.9,1.424,-2.0%,1.46,0.5606
0,9/50/80,20,3.0,4.0,7-16h,70,54.3,1.588,-6.9%,1.66,24,54.2,1.571,-3.0%,1.65,0.5606
0,5/42/100,10,2.0,4.0,7-16h,80,42.5,1.488,-9.8%,1.95,25,44.0,1.551,-2.0%,2.08,0.5605
0,15/26/100,20,3.0,4.0,7-16h,62,54.8,1.63,-5.6%,1.53,-,-,-,-,-,0.5605
0,9/34/150,10,2.0,3.0,6-17h,87,49.4,1.484,-6.0%,1.82,-,-,-,-,-,0.5604
0,12/42/80,14,2.0,3.0,0-23h,141,46.8,1.324,-6.4%,2.14,43,37.2,0.874,-8.8%,-0.85,0.5604
0,15/50/100,14,3.0,4.0,6-17h,54,55.6,1.662,-3.9%,1.41,21,47.6,1.198,-3.3%,0.57,0.5604
0,9/34/200,20,2.0,3.5,6-17h,81,45.7,1.471,-5.9%,1.84,-,-,-,-,-,0.5603
0,12/42/100,14,2.5,3.0,7-16h,76,56.6,1.553,-4.9%,1.65,-,-,-,-,-,0.5603
0,5/50/80,14,3.0,3.5,7-16h,77,57.1,1.545,-3.9%,1.63,25,56.0,1.481,-3.0%,1.38,0.5602
0,9/50/80,10,3.0,3.0,6-17h,73,61.6,1.609,-4.0%,1.51,27,48.1,0.917,-5.9%,-0.29,0.5602
0,15/26/80,10,3.0,4.0,7-16h,56,55.4,1.662,-4.9%,1.44,-,-,-,-,-,0.5601
0,15/42/100,10,3.0,3.5,6-17h,56,58.9,1.664,-2.8%,1.36,23,43.5,0.888,-4.8%,-0.38,0.56
0,15/42/100,14,3.0,3.5,6-17h,56,58.9,1.664,-2.8%,1.36,23,43.5,0.888,-4.8%,-0.38,0.56
0,15/50/80,10,3.0,4.0,6-17h,56,55.4,1.643,-3.9%,1.44,24,41.7,0.941,-4.3%,-0.21,0.56
0,9/34/100,10,2.5,3.0,7-16h,82,56.1,1.533,-5.7%,1.71,-,-,-,-,-,0.5599
0,15/50/80,20,2.0,4.0,7-16h,72,43.1,1.493,-7.8%,1.86,21,42.9,1.475,-3.0%,1.54,0.5599
0,9/50/100,14,2.5,4.0,7-16h,69,49.3,1.55,-6.9%,1.72,24,66.7,3.223,-3.0%,4.92,0.5598
0,9/50/100,10,3.0,4.0,6-17h,60,55.0,1.626,-4.9%,1.5,22,68.2,2.888,-2.0%,3.55,0.5596
0,12/34/200,20,2.0,4.0,7-16h,67,43.3,1.526,-6.8%,1.76,-,-,-,-,-,0.5596
0,12/34/80,20,2.5,4.0,7-16h,67,49.3,1.567,-6.2%,1.66,25,52.0,1.746,-3.8%,2.32,0.5595
0,15/26/150,20,2.0,3.5,7-16h,71,46.5,1.522,-6.4%,1.75,-,-,-,-,-,0.5595
0,5/42/150,10,2.5,3.0,6-17h,78,56.4,1.573,-6.9%,1.67,26,53.8,1.383,-2.8%,1.23,0.5593
0,9/34/200,20,2.0,3.5,7-16h,76,46.1,1.49,-5.9%,1.79,-,-,-,-,-,0.5593
0,12/42/80,10,2.0,3.0,6-17h,96,49.0,1.44,-6.8%,1.92,28,35.7,0.821,-5.5%,-0.82,0.5593
0,9/42/200,20,2.5,3.5,7-16h,64,53.1,1.579,-3.9%,1.55,-,-,-,-,-,0.5592
0,5/42/80,14,2.5,3.0,7-16h,82,56.1,1.525,-5.6%,1.71,29,51.7,1.276,-3.0%,1.01,0.5591
0,9/34/100,14,2.0,3.5,0-23h,124,43.5,1.345,-9.4%,2.19,33,45.5,1.449,-3.0%,2.14,0.5591
0,9/34/100,14,3.0,3.5,7-16h,67,58.2,1.611,-5.7%,1.55,-,-,-,-,-,0.559
0,15/50/80,10,3.0,2.5,0-23h,87,65.5,1.594,-5.2%,1.56,33,45.5,0.682,-7.8%,-1.42,0.5587
0,9/34/100,14,2.5,2.5,6-17h,95,60.0,1.504,-4.1%,1.69,-,-,-,-,-,0.5586
0,15/26/80,10,2.0,3.5,7-16h,76,46.1,1.521,-7.8%,1.79,22,50.0,1.753,-3.2%,2.17,0.5586
0,15/34/100,14,2.5,2.5,0-23h,104,59.6,1.468,-5.0%,1.79,34,58.8,1.437,-5.0%,1.56,0.5586
0,12/34/80,14,2.0,3.5,6-17h,96,44.8,1.444,-9.1%,1.98,28,42.9,1.304,-3.8%,1.26,0.5585
0,15/26/80,14,2.0,3.5,7-16h,81,45.7,1.485,-7.3%,1.84,22,50.0,1.753,-3.2%,2.17,0.5585
0,12/42/100,20,2.0,3.5,7-16h,81,45.7,1.457,-5.9%,1.84,-,-,-,-,-,0.5584
0,9/34/100,14,2.5,3.0,0-23h,121,53.7,1.378,-5.3%,1.97,32,46.9,1.048,-4.8%,0.21,0.5583
0,5/42/80,20,2.5,3.0,6-17h,88,55.7,1.525,-7.6%,1.77,30,50.0,1.192,-4.0%,0.74,0.5582
0,12/50/100,14,3.0,3.5,0-23h,77,57.1,1.545,-4.8%,1.63,32,43.8,0.896,-5.9%,-0.48,0.5582
0,12/42/80,14,2.0,4.0,0-23h,122,40.2,1.358,-11.4%,2.22,43,37.2,1.175,-5.1%,1.21,0.5581
0,9/42/200,14,2.5,4.0,6-17h,58,50.0,1.595,-4.8%,1.53,-,-,-,-,-,0.5579
0,12/42/80,20,2.5,3.5,7-16h,79,51.9,1.515,-5.9%,1.72,20,45.0,1.133,-3.0%,0.38,0.5578
0,9/50/80,14,3.0,3.5,6-17h,81,56.8,1.539,-5.6%,1.66,25,48.0,1.067,-5.6%,0.22,0.5575
0,15/42/80,10,2.5,4.0,7-16h,58,50.0,1.622,-6.3%,1.53,23,43.5,1.21,-5.9%,0.74,0.5575
0,12/34/80,14,2.5,3.5,0-23h,117,49.6,1.362,-5.1%,1.98,37,48.6,1.326,-5.3%,1.59,0.5574
0,12/34/80,10,3.0,4.0,7-16h,54,55.6,1.675,-5.9%,1.41,20,40.0,0.877,-5.9%,-0.38,0.5573
0,15/42/80,14,2.0,3.0,7-16h,76,50.0,1.508,-4.5%,1.68,25,48.0,1.365,-3.9%,1.28,0.5573
0,9/42/80,20,2.5,3.0,6-17h,92,55.4,1.497,-7.4%,1.8,29,41.4,0.832,-8.3%,-0.71,0.5572
0,12/34/80,14,2.5,2.5,6-17h,93,60.2,1.51,-5.0%,1.69,29,51.7,1.063,-5.9%,0.22,0.5572
0,12/50/200,20,2.5,4.0,6-17h,58,50.0,1.582,-4.3%,1.53,20,45.0,1.289,-3.9%,0.85,0.5572
0,15/26/100,20,2.5,3.5,0-23h,99,50.5,1.431,-5.8%,1.87,32,50.0,1.389,-5.9%,1.65,0.5572
0,5/50/100,20,3.0,3.5,6-17h,83,56.6,1.51,-4.5%,1.67,25,56.0,1.474,-2.0%,1.38,0.5571
0,12/50/80,14,3.0,3.0,0-23h,95,60.0,1.491,-4.0%,1.69,36,41.7,0.704,-8.7%,-1.56,0.5571
0,12/50/100,10,2.5,4.0,6-17h,69,49.3,1.554,-8.2%,1.72,24,45.8,1.336,-3.9%,1.17,0.5571
0,5/42/80,10,3.0,3.0,6-17h,82,61.0,1.555,-4.9%,1.6,29,51.7,1.062,-4.0%,0.22,0.557
0,15/50/200,14,2.0,3.5,7-16h,54,48.1,1.59,-5.2%,1.54,-,-,-,-,-,0.5569
0,12/34/80,20,3.0,2.5,6-17h,92,65.2,1.556,-5.1%,1.6,25,52.0,0.891,-7.1%,-0.33,0.5568
0,15/34/100,14,2.0,3.5,6-17h,89,44.9,1.421,-5.2%,1.86,21,47.6,1.576,-3.2%,1.69,0.5568
0,5/42/80,14,2.5,3.5,7-16h,72,52.8,1.549,-7.8%,1.71,28,46.4,1.2,-3.0%,0.79,0.5567
0,15/34/80,20,2.5,3.5,7-16h,75,52.0,1.512,-3.9%,1.64,-,-,-,-,-,0.5566
0,15/34/80,20,2.5,2.5,7-16h,84,60.7,1.533,-4.0%,1.6,21,61.9,1.624,-2.0%,1.3,0.5564
0,9/34/100,20,2.5,3.5,7-16h,77,51.9,1.518,-5.5%,1.68,-,-,-,-,-,0.5563
0,9/34/80,20,3.0,4.0,6-17h,83,53.0,1.506,-6.8%,1.75,-,-,-,-,-,0.5562
0,15/34/80,14,2.5,2.5,6-17h,95,60.0,1.502,-5.0%,1.69,26,42.3,0.716,-9.6%,-1.05,0.5561
0,5/42/100,10,3.0,2.5,6-17h,87,65.5,1.573,-5.2%,1.56,26,50.0,0.825,-3.2%,-0.58,0.5559
0,5/50/150,10,2.5,3.5,6-17h,73,52.1,1.522,-3.9%,1.61,23,56.5,1.797,-2.6%,2.17,0.5558
0,15/42/200,14,3.0,3.0,6-17h,54,63.0,1.691,-2.0%,1.22,-,-,-,-,-,0.5558
0,15/26/80,10,2.5,3.5,7-16h,60,53.3,1.607,-4.9%,1.48,20,55.0,1.72,-4.9%,1.67,0.5556
0,9/34/80,14,2.5,4.0,0-23h,120,45.8,1.344,-6.7%,2.04,36,44.4,1.274,-3.8%,1.41,0.5552
0,9/42/80,14,3.0,4.0,7-16h,62,54.8,1.626,-7.5%,1.53,25,44.0,1.036,-6.5%,0.13,0.5552
0,9/34/100,20,2.5,3.5,6-17h,79,51.9,1.528,-7.7%,1.72,-,-,-,-,-,0.555
0,12/34/150,14,2.0,4.0,7-16h,70,42.9,1.509,-7.8%,1.76,-,-,-,-,-,0.555
0,15/42/80,10,2.5,3.5,0-23h,99,50.5,1.449,-7.7%,1.87,42,38.1,0.847,-8.9%,-0.99,0.555
0,5/42/100,14,2.0,3.0,6-17h,96,49.0,1.435,-8.3%,1.92,28,46.4,1.283,-2.5%,1.13,0.5549
0,9/34/150,10,2.5,3.5,6-17h,73,52.1,1.533,-4.9%,1.61,-,-,-,-,-,0.5549
0,9/34/200,10,2.0,3.5,6-17h,79,45.6,1.472,-5.9%,1.76,-,-,-,-,-,0.5548
0,5/42/150,20,2.5,4.0,0-23h,101,46.5,1.39,-4.9%,1.88,30,43.3,1.208,-3.9%,0.94,0.5547
0,9/34/200,10,2.0,3.5,7-16h,74,45.9,1.492,-5.9%,1.72,-,-,-,-,-,0.5547
0,12/42/80,14,2.5,2.5,7-16h,84,60.7,1.536,-4.9%,1.6,22,50.0,0.99,-4.0%,-0.03,0.5546
0,15/42/150,10,2.0,4.0,7-16h,54,44.4,1.6,-7.8%,1.58,-,-,-,-,-,0.5544
0,5/50/100,14,2.5,3.0,6-17h,101,54.5,1.423,-4.0%,1.78,27,51.9,1.279,-2.8%,0.96,0.5543
0,9/26/100,10,2.0,4.0,7-16h,84,41.7,1.421,-5.9%,1.85,-,-,-,-,-,0.5543
0,9/42/100,14,2.5,4.0,0-23h,96,46.9,1.405,-5.3%,1.86,33,42.4,1.168,-4.6%,0.82,0.5543
0,12/26/100,14,2.0,3.5,7-16h,81,45.7,1.47,-8.2%,1.84,-,-,-,-,-,0.5542
0,12/50/80,10,2.5,3.0,0-23h,109,54.1,1.419,-5.9%,1.85,41,41.5,0.838,-8.4%,-0.98,0.5541
0,15/34/150,20,2.0,4.0,7-16h,65,43.1,1.497,-5.0%,1.67,-,-,-,-,-,0.5541
0,9/34/80,20,2.5,4.0,6-17h,81,48.1,1.508,-9.5%,1.81,22,54.5,1.93,-3.0%,2.44,0.554
0,9/42/150,14,2.5,3.5,6-17h,73,52.1,1.513,-4.2%,1.61,-,-,-,-,-,0.554
0,9/42/100,20,2.5,3.5,7-16h,73,52.1,1.512,-4.2%,1.61,25,48.0,1.281,-3.9%,0.96,0.5539
0,12/34/80,20,3.0,3.0,6-17h,86,60.5,1.531,-4.9%,1.6,24,45.8,0.834,-6.8%,-0.54,0.5539
0,12/34/150,14,2.5,3.5,6-17h,73,52.1,1.53,-5.1%,1.61,-,-,-,-,-,0.5539
0,5/50/80,10,2.0,3.5,0-23h,138,42.8,1.319,-9.1%,2.15,43,44.2,1.377,-5.9%,2.4,0.5537
0,9/42/100,10,2.5,4.0,7-16h,60,50.0,1.607,-8.7%,1.59,22,40.9,1.093,-4.9%,0.32,0.5537
0,5/42/100,14,3.0,4.0,6-17h,75,53.3,1.527,-5.3%,1.62,25,44.0,1.036,-3.6%,0.13,0.5536
0,12/50/80,14,3.0,3.5,6-17h,66,57.6,1.577,-3.0%,1.44,25,48.0,1.065,-3.9%,0.22,0.5536
0,15/42/100,10,2.5,3.5,7-16h,54,53.7,1.634,-3.8%,1.36,21,52.4,1.522,-3.0%,1.4,0.5536
0,5/50/150,20,2.5,3.5,7-16h,71,52.1,1.516,-3.4%,1.57,23,56.5,1.804,-2.0%,2.17,0.5535
0,15/50/100,10,3.0,3.5,7-16h,47,59.6,1.707,-3.0%,1.19,-,-,-,-,-,0.5535
0,15/50/100,14,3.0,3.5,7-16h,47,59.6,1.707,-3.0%,1.19,-,-,-,-,-,0.5535
0,5/26/150,20,2.0,4.0,7-16h,101,40.6,1.355,-5.0%,1.93,21,42.9,1.488,-3.0%,1.54,0.5534
0,12/34/80,10,2.5,4.0,7-16h,60,50.0,1.614,-9.3%,1.59,22,40.9,1.095,-5.3%,0.32,0.5533
0,15/42/100,10,2.0,3.0,7-16h,65,50.8,1.559,-4.9%,1.54,21,52.4,1.629,-3.0%,1.7,0.5533
0,5/50/100,10,2.5,3.5,6-17h,84,51.2,1.473,-4.9%,1.7,25,52.0,1.501,-2.6%,1.61,0.5532
0,15/50/100,10,3.0,4.0,0-23h,69,53.6,1.545,-3.9%,1.53,29,48.3,1.236,-3.6%,0.92,0.5532
0,15/50/150,14,2.0,3.5,7-16h,59,47.5,1.559,-6.1%,1.58,-,-,-,-,-,0.5532
0,15/26/150,10,2.5,4.0,6-17h,72,48.6,1.523,-7.0%,1.68,-,-,-,-,-,0.5531
0,9/42/80,20,3.0,3.0,7-16h,79,60.8,1.541,-3.0%,1.5,26,46.2,0.845,-6.8%,-0.55,0.553
0,15/26/100,20,1.5,2.5,6-17h,101,45.5,1.387,-6.5%,1.92,21,47.6,1.491,-3.0%,1.46,0.553
0,15/26/100,10,2.5,3.5,7-16h,58,53.4,1.623,-5.7%,1.44,-,-,-,-,-,0.5529
0,15/42/100,10,3.0,3.0,7-16h,49,63.3,1.716,-2.0%,1.13,21,52.4,1.089,-3.0%,0.23,0.5529
0,12/26/150,14,2.0,3.5,6-17h,84,45.2,1.445,-6.6%,1.81,-,-,-,-,-,0.5528
0,15/26/100,10,1.5,3.0,6-17h,98,40.8,1.369,-5.9%,1.93,21,42.9,1.473,-3.1%,1.54,0.5528
0,5/50/80,20,3.0,4.0,7-16h,79,53.2,1.51,-6.5%,1.68,24,50.0,1.328,-4.9%,1.01,0.5527
0,15/50/200,20,2.0,4.0,7-16h,54,44.4,1.551,-5.9%,1.58,-,-,-,-,-,0.5527
0,5/42/200,14,2.5,4.0,7-16h,63,49.2,1.53,-3.9%,1.55,22,50.0,1.58,-3.0%,1.72,0.5526
0,15/26/80,20,2.5,3.0,6-17h,87,55.2,1.486,-4.4%,1.65,26,57.7,1.646,-3.8%,1.84,0.5526
0,12/50/100,10,2.5,3.5,7-16h,62,53.2,1.598,-6.5%,1.51,22,50.0,1.384,-3.0%,1.12,0.5525
0,12/50/150,10,2.5,4.0,7-16h,58,50.0,1.59,-6.6%,1.53,20,50.0,1.576,-3.0%,1.56,0.5525
0,12/26/150,20,2.0,4.0,6-17h,84,41.7,1.408,-5.9%,1.85,-,-,-,-,-,0.5524
0,15/26/100,20,2.0,3.0,0-23h,125,47.2,1.336,-6.3%,2.0,36,47.2,1.327,-3.9%,1.66,0.5523
0,9/34/80,10,2.5,4.0,7-16h,72,48.6,1.518,-7.1%,1.68,-,-,-,-,-,0.5522
0,9/42/150,20,3.0,4.0,6-17h,69,53.6,1.537,-3.9%,1.53,-,-,-,-,-,0.5522
0,9/34/150,10,2.5,3.5,7-16h,71,52.1,1.532,-4.9%,1.57,-,-,-,-,-,0.5519
0,9/42/100,10,3.0,3.5,6-17h,62,58.1,1.623,-5.3%,1.41,21,47.6,1.05,-3.9%,0.14,0.5519
0,12/50/150,14,2.5,3.5,7-16h,62,53.2,1.585,-6.1%,1.51,20,50.0,1.381,-3.0%,1.02,0.5519
0,12/50/150,20,2.0,4.0,7-16h,67,43.3,1.507,-8.9%,1.76,21,42.9,1.468,-3.0%,1.54,0.5519
0,5/50/100,14,2.0,4.0,0-23h,114,40.4,1.35,-10.6%,2.12,34,47.1,1.754,-3.9%,3.78,0.5518
0,9/34/200,20,2.5,4.0,7-16h,70,48.6,1.505,-4.9%,1.62,-,-,-,-,-,0.5518
0,12/26/150,20,2.5,4.0,7-16h,70,48.6,1.511,-5.3%,1.62,-,-,-,-,-,0.5516
0,15/50/80,10,2.5,3.0,0-23h,87,55.2,1.486,-4.9%,1.65,37,43.2,0.901,-8.5%,-0.52,0.5514
0,9/34/80,20,2.0,3.0,6-17h,106,48.1,1.396,-7.5%,1.91,24,54.2,1.769,-3.0%,2.25,0.5511
0,12/34/80,20,2.5,3.0,7-16h,81,55.6,1.51,-4.6%,1.59,26,50.0,1.192,-4.5%,0.64,0.5511
0,12/42/80,10,2.0,4.0,6-17h,87,41.4,1.423,-7.0%,1.84,27,29.6,0.831,-5.9%,-0.83,0.551
0,12/50/200,14,2.5,3.5,7-16h,52,53.8,1.619,-3.2%,1.33,-,-,-,-,-,0.551
0,5/42/100,10,3.0,3.0,7-16h,73,61.6,1.592,-6.8%,1.51,25,48.0,0.913,-3.0%,-0.29,0.5509
0,12/34/150,20,3.0,4.0,6-17h,71,53.5,1.542,-5.5%,1.56,-,-,-,-,-,0.5509
0,15/50/80,10,3.0,4.0,0-23h,73,53.4,1.543,-6.5%,1.59,31,41.9,0.95,-7.2%,-0.23,0.5508
0,15/42/100,20,3.0,3.0,0-23h,92,59.8,1.477,-3.0%,1.59,36,47.2,0.883,-5.9%,-0.56,0.5507
0,15/26/100,20,2.5,2.5,7-16h,77,61.0,1.578,-5.9%,1.5,-,-,-,-,-,0.5506
0,9/34/150,10,2.0,3.5,0-23h,110,43.6,1.355,-6.4%,1.94,32,46.9,1.534,-3.0%,2.43,0.5505
0,9/34/150,20,2.5,3.0,7-16h,81,55.6,1.511,-4.9%,1.59,-,-,-,-,-,0.5505
0,12/26/80,14,2.5,3.5,7-16h,77,51.9,1.509,-7.4%,1.68,-,-,-,-,-,0.5504
0,12/50/100,14,3.0,4.0,0-23h,71,53.5,1.52,-4.6%,1.56,31,45.2,1.087,-5.0%,0.38,0.5504
0,9/42/150,10,2.5,4.0,7-16h,63,49.2,1.553,-6.1%,1.55,-,-,-,-,-,0.5503
0,5/50/100,10,2.5,3.0,6-17h,95,54.7,1.44,-4.9%,1.72,26,53.8,1.387,-2.8%,1.23,0.5502
0,9/34/100,20,2.5,4.0,0-23h,101,46.5,1.383,-6.3%,1.88,30,43.3,1.213,-4.0%,0.94,0.5501
0,12/42/100,14,2.5,3.5,0-23h,93,50.5,1.442,-5.9%,1.75,32,53.1,1.592,-3.9%,2.32,0.5501
0,12/42/150,14,2.0,3.5,7-16h,69,46.4,1.51,-7.3%,1.67,-,-,-,-,-,0.55
0,9/34/100,10,3.0,3.5,6-17h,70,57.1,1.564,-4.6%,1.47,-,-,-,-,-,0.5499
0,12/26/150,20,2.0,3.0,6-17h,90,48.9,1.439,-6.3%,1.77,-,-,-,-,-,0.5499
0,12/26/100,10,2.5,4.0,6-17h,72,48.6,1.501,-7.2%,1.68,-,-,-,-,-,0.5498
0,9/50/80,14,2.5,3.5,7-16h,77,51.9,1.508,-7.6%,1.68,27,48.1,1.291,-3.9%,1.06,0.5497
0,5/42/100,14,2.0,4.0,7-16h,81,42.0,1.441,-8.8%,1.85,26,46.2,1.691,-2.0%,2.64,0.5495
0,12/26/80,14,2.5,4.0,7-16h,72,48.6,1.499,-7.2%,1.68,-,-,-,-,-,0.5495
0,15/42/80,14,2.5,3.0,0-23h,113,54.0,1.411,-8.4%,1.89,43,44.2,0.937,-7.1%,-0.38,0.5495
0,12/26/150,10,2.0,3.5,7-16h,77,45.5,1.465,-5.7%,1.69,-,-,-,-,-,0.5494
0,12/42/80,20,3.0,4.0,7-16h,69,53.6,1.528,-4.6%,1.53,-,-,-,-,-,0.5493
0,15/26/80,10,2.5,3.0,7-16h,71,56.3,1.549,-4.9%,1.5,20,55.0,1.467,-4.9%,1.08,0.5493
0,12/50/80,20,2.5,4.0,7-16h,75,48.0,1.485,-5.1%,1.63,24,50.0,1.583,-3.0%,1.88,0.5492
0,15/26/100,10,2.5,3.0,6-17h,79,55.7,1.512,-4.9%,1.57,-,-,-,-,-,0.5492
0,9/34/150,10,2.0,3.0,7-16h,81,49.4,1.476,-5.9%,1.67,-,-,-,-,-,0.5491
0,15/26/100,20,3.0,3.0,7-16h,72,61.1,1.578,-4.0%,1.41,-,-,-,-,-,0.5491
0,15/34/80,20,2.0,4.0,6-17h,93,40.9,1.373,-5.1%,1.84,28,35.7,1.097,-5.9%,0.45,0.5491
0,9/42/80,10,2.0,4.0,6-17h,95,41.1,1.408,-9.8%,1.94,28,32.1,0.933,-5.9%,-0.33,0.549
