rank,ema,atr_period,sl_mult,tp_mult,hours,tr_trades,tr_wr,tr_pf,tr_dd,tr_monthly,te_trades,te_wr,te_pf,te_dd,te_monthly,score
0,15/34/150,20,2.5,3.0,6-17h,79,54.4,1.432,-4.4%,1.36,-,-,-,-,-,0.5252
0,5/42/80,10,3.0,2.5,6-17h,91,63.7,1.458,-5.2%,1.34,29,51.7,0.883,-4.4%,-0.42,0.5251
0,5/42/200,14,2.0,4.0,7-16h,70,41.4,1.39,-5.0%,1.46,23,47.8,1.805,-3.0%,2.65,0.5251
0,15/42/80,20,2.0,4.0,7-16h,75,41.3,1.428,-9.9%,1.56,25,40.0,1.303,-6.8%,1.26,0.525
0,15/50/80,14,2.0,3.5,7-16h,71,45.1,1.425,-7.1%,1.47,20,45.0,1.413,-3.0%,1.21,0.525
0,12/34/100,20,1.5,3.0,6-17h,95,40.0,1.33,-6.9%,1.64,24,41.7,1.404,-4.9%,1.53,0.5249
0,9/34/80,20,2.5,3.0,7-16h,95,53.7,1.398,-6.6%,1.5,20,60.0,1.805,-3.0%,1.68,0.5248
0,9/34/100,20,2.0,2.5,6-17h,101,52.5,1.382,-8.6%,1.6,-,-,-,-,-,0.5248
0,15/42/200,20,3.0,2.5,6-17h,58,65.5,1.574,-2.3%,1.01,20,50.0,0.825,-5.2%,-0.45,0.5247
0,9/34/150,14,3.0,4.0,6-17h,69,52.2,1.455,-4.3%,1.3,-,-,-,-,-,0.5243
0,12/42/150,20,2.0,4.0,6-17h,78,41.0,1.372,-6.9%,1.55,-,-,-,-,-,0.5243
0,15/42/100,14,2.5,3.5,7-16h,58,51.7,1.5,-4.2%,1.21,21,52.4,1.522,-3.0%,1.4,0.5243
0,5/50/150,10,2.5,3.0,7-16h,73,54.8,1.452,-4.2%,1.3,23,56.5,1.543,-2.8%,1.46,0.5242
0,9/34/150,10,2.5,3.0,7-16h,79,54.4,1.442,-5.3%,1.36,-,-,-,-,-,0.5242
0,9/42/100,14,3.0,4.0,7-16h,60,53.3,1.53,-7.5%,1.27,21,47.6,1.2,-3.9%,0.57,0.5242
0,12/34/100,14,2.5,2.5,7-16h,77,59.7,1.479,-5.9%,1.31,22,63.6,1.75,-3.0%,1.57,0.5242
0,15/34/200,14,2.5,2.5,7-16h,61,60.7,1.538,-4.0%,1.13,-,-,-,-,-,0.5242
0,15/42/150,20,2.0,3.5,7-16h,59,45.8,1.47,-5.4%,1.31,20,40.0,1.146,-6.1%,0.48,0.5242
0,9/34/150,20,3.0,4.0,7-16h,69,52.2,1.447,-3.9%,1.3,-,-,-,-,-,0.5241
0,9/50/100,20,3.0,3.5,7-16h,66,56.1,1.48,-3.8%,1.23,23,73.9,3.358,-2.0%,3.81,0.524
0,12/34/200,14,2.5,4.0,7-16h,58,48.3,1.5,-6.2%,1.28,-,-,-,-,-,0.524
0,12/42/80,20,2.0,3.0,7-16h,90,47.8,1.369,-6.0%,1.52,24,37.5,0.889,-5.0%,-0.43,0.524
0,15/34/200,14,2.5,3.0,6-17h,71,54.9,1.468,-4.5%,1.28,-,-,-,-,-,0.524
0,5/42/80,10,2.0,3.5,0-23h,119,42.9,1.307,-11.9%,1.85,41,39.0,1.109,-7.3%,0.69,0.5239
0,12/50/80,20,2.0,4.0,7-16h,83,41.0,1.388,-10.7%,1.65,25,40.0,1.311,-3.0%,1.26,0.5239
0,15/34/150,20,2.5,2.5,7-16h,70,60.0,1.489,-4.0%,1.22,-,-,-,-,-,0.5239
0,15/26/100,20,3.0,3.0,6-17h,83,59.0,1.44,-3.9%,1.31,-,-,-,-,-,0.5238
0,15/26/100,20,3.0,3.5,7-16h,64,56.2,1.502,-4.5%,1.21,-,-,-,-,-,0.5238
0,5/42/150,14,2.0,3.5,6-17h,84,44.0,1.375,-7.0%,1.54,26,46.2,1.477,-3.0%,1.81,0.5237
0,12/34/100,10,3.0,4.0,7-16h,52,53.8,1.56,-5.9%,1.15,-,-,-,-,-,0.5237
0,15/42/100,20,3.0,2.5,7-16h,63,65.1,1.548,-2.5%,1.05,22,59.1,1.195,-3.1%,0.46,0.5237
0,15/34/200,20,2.5,2.5,7-16h,61,60.7,1.533,-4.0%,1.13,-,-,-,-,-,0.5236
0,12/42/100,14,2.5,2.5,7-16h,79,59.5,1.455,-4.9%,1.31,-,-,-,-,-,0.5235
0,12/50/200,14,2.0,3.5,6-17h,68,45.6,1.454,-10.1%,1.5,20,40.0,1.149,-4.2%,0.48,0.5235
0,12/50/200,20,2.5,3.0,6-17h,65,55.4,1.476,-3.8%,1.23,21,47.6,1.078,-3.9%,0.23,0.5235
0,15/34/80,14,3.0,3.5,7-16h,62,56.5,1.507,-4.6%,1.2,-,-,-,-,-,0.5234
0,9/50/100,14,2.5,3.0,7-16h,81,54.3,1.422,-4.9%,1.37,26,65.4,2.257,-3.0%,3.09,0.5232
0,15/26/100,10,2.0,2.5,6-17h,93,52.7,1.405,-7.9%,1.51,20,55.0,1.515,-3.0%,1.23,0.5232
0,15/34/80,10,2.0,3.0,6-17h,95,47.4,1.353,-5.5%,1.52,28,39.3,0.958,-6.4%,-0.18,0.5231
0,15/50/150,20,3.0,4.0,7-16h,48,54.2,1.558,-4.4%,1.09,-,-,-,-,-,0.5231
0,9/34/150,14,3.0,4.0,7-16h,67,52.2,1.455,-3.9%,1.27,-,-,-,-,-,0.523
0,12/42/80,10,2.0,3.5,7-16h,84,44.0,1.387,-7.9%,1.54,23,39.1,1.11,-3.9%,0.4,0.523
0,12/50/80,20,2.0,4.0,6-17h,97,40.2,1.342,-10.8%,1.73,28,32.1,0.934,-4.9%,-0.33,0.523
0,15/42/80,10,2.5,3.5,7-16h,58,51.7,1.51,-5.2%,1.21,24,50.0,1.382,-3.9%,1.23,0.523
0,12/34/200,14,2.5,3.0,7-16h,65,55.4,1.501,-5.3%,1.23,-,-,-,-,-,0.5229
0,12/34/200,20,2.0,4.0,6-17h,70,41.4,1.409,-6.9%,1.46,-,-,-,-,-,0.5229
0,12/34/200,20,2.5,3.0,7-16h,65,55.4,1.501,-5.3%,1.23,-,-,-,-,-,0.5229
0,15/34/150,10,1.5,3.0,7-16h,70,41.4,1.392,-5.9%,1.46,-,-,-,-,-,0.5229
0,5/42/80,20,2.5,4.0,0-23h,111,45.0,1.306,-6.7%,1.65,34,44.1,1.254,-5.1%,1.25,0.5228
0,5/42/150,10,2.0,3.5,6-17h,84,44.0,1.386,-7.9%,1.54,26,46.2,1.477,-3.0%,1.81,0.5228
0,5/50/150,20,3.0,4.0,7-16h,67,52.2,1.455,-4.0%,1.27,21,52.4,1.453,-2.0%,1.2,0.5228
0,9/34/200,20,2.5,3.5,7-16h,71,50.7,1.44,-4.9%,1.33,-,-,-,-,-,0.5228
0,12/34/80,20,2.0,3.0,7-16h,90,47.8,1.376,-6.8%,1.52,28,46.4,1.29,-3.5%,1.13,0.5228
0,15/26/80,10,3.0,3.5,0-23h,94,54.3,1.382,-4.9%,1.44,33,42.4,0.846,-9.1%,-0.73,0.5228
0,15/34/80,20,2.5,2.5,6-17h,98,58.2,1.386,-4.0%,1.4,26,42.3,0.716,-9.6%,-1.05,0.5228
0,15/42/100,14,2.5,3.0,0-23h,101,53.5,1.373,-7.8%,1.56,40,47.5,1.076,-5.5%,0.41,0.5228
0,12/34/150,20,2.5,4.0,6-17h,67,47.8,1.474,-9.0%,1.41,-,-,-,-,-,0.5227
0,12/34/80,14,2.5,2.5,7-16h,81,59.3,1.449,-4.9%,1.31,27,55.6,1.247,-5.0%,0.75,0.5226
0,12/42/200,20,2.5,4.0,7-16h,58,48.3,1.482,-5.9%,1.28,-,-,-,-,-,0.5226
0,15/34/80,14,2.0,2.5,6-17h,102,52.0,1.351,-5.0%,1.5,29,41.4,0.869,-8.1%,-0.56,0.5226
0,9/50/150,20,2.5,4.0,6-17h,77,46.8,1.397,-5.9%,1.44,-,-,-,-,-,0.5224
0,15/26/150,10,2.0,3.5,7-16h,69,44.9,1.437,-6.9%,1.4,-,-,-,-,-,0.5224
0,15/42/80,10,2.5,4.0,0-23h,96,45.8,1.362,-8.5%,1.6,39,33.3,0.786,-7.7%,-1.39,0.5224
0,5/50/150,10,2.5,3.5,0-23h,98,49.0,1.342,-4.4%,1.49,32,50.0,1.381,-4.5%,1.65,0.5223
0,12/42/80,14,3.0,4.0,7-16h,64,53.1,1.507,-8.7%,1.33,-,-,-,-,-,0.5223
0,15/34/200,10,2.0,3.0,7-16h,60,50.0,1.488,-6.8%,1.3,-,-,-,-,-,0.5223
0,15/50/100,10,2.5,3.0,0-23h,83,54.2,1.42,-5.7%,1.39,34,50.0,1.193,-4.6%,0.84,0.5223
0,5/42/200,14,2.5,4.0,6-17h,70,47.1,1.419,-4.9%,1.36,24,45.8,1.335,-3.9%,1.17,0.5222
0,5/50/80,10,3.0,3.0,6-17h,87,58.6,1.416,-3.0%,1.3,27,55.6,1.245,-4.9%,0.75,0.5222
0,9/42/80,10,2.5,2.5,6-17h,94,58.5,1.4,-5.0%,1.4,29,44.8,0.798,-8.7%,-0.8,0.5222
0,12/50/100,14,3.0,3.0,0-23h,85,58.8,1.415,-3.0%,1.3,34,47.1,0.879,-5.9%,-0.56,0.5222
0,15/34/150,14,2.5,2.5,7-16h,70,60.0,1.494,-5.0%,1.22,-,-,-,-,-,0.5222
0,5/42/100,10,2.0,3.0,6-17h,91,48.4,1.404,-12.8%,1.67,27,44.4,1.185,-2.5%,0.73,0.5221
0,9/34/80,20,3.0,4.0,7-16h,75,52.0,1.433,-6.5%,1.39,-,-,-,-,-,0.5221
0,9/42/100,10,2.5,3.5,6-17h,68,51.5,1.492,-9.6%,1.39,23,47.8,1.272,-3.9%,0.85,0.5221
0,12/34/100,10,3.0,3.5,6-17h,64,56.2,1.504,-5.3%,1.21,20,50.0,1.156,-3.9%,0.41,0.5221
0,5/42/200,20,2.5,3.0,7-16h,67,55.2,1.473,-4.8%,1.25,23,52.2,1.295,-3.0%,0.86,0.522
0,12/50/150,20,2.5,3.5,7-16h,62,51.6,1.482,-6.1%,1.28,21,52.4,1.519,-3.0%,1.4,0.522
0,15/50/200,20,2.0,3.5,7-16h,54,46.3,1.47,-5.2%,1.27,-,-,-,-,-,0.522
0,9/34/150,10,2.5,3.0,6-17h,79,54.4,1.445,-6.4%,1.36,-,-,-,-,-,0.5219
0,15/42/100,10,2.0,3.5,7-16h,64,45.3,1.462,-7.3%,1.36,21,52.4,1.898,-3.0%,2.45,0.5219
0,12/26/150,10,2.5,3.0,7-16h,73,54.8,1.462,-5.7%,1.3,-,-,-,-,-,0.5218
0,12/34/100,20,2.0,2.5,7-16h,89,52.8,1.391,-6.3%,1.46,22,50.0,1.236,-4.0%,0.69,0.5218
0,15/34/200,20,2.5,3.0,6-17h,71,54.9,1.463,-5.1%,1.28,-,-,-,-,-,0.5218
0,5/50/80,10,3.0,3.5,6-17h,78,55.1,1.434,-4.8%,1.32,26,53.8,1.359,-4.6%,1.11,0.5217
0,12/26/100,14,2.0,3.0,6-17h,92,47.8,1.376,-8.7%,1.57,20,40.0,0.988,-4.9%,-0.04,0.5217
0,15/26/80,20,3.0,3.5,7-16h,66,56.1,1.484,-4.9%,1.23,-,-,-,-,-,0.5217
0,15/26/100,20,2.0,2.5,0-23h,129,51.2,1.312,-9.2%,1.71,36,50.0,1.237,-3.9%,1.13,0.5217
0,12/34/80,10,2.5,3.0,6-17h,83,54.2,1.426,-6.3%,1.39,26,46.2,1.018,-6.4%,0.06,0.5216
0,12/50/100,20,2.5,3.5,7-16h,71,50.7,1.436,-5.2%,1.33,23,52.2,1.512,-3.0%,1.5,0.5216
0,15/42/200,20,3.0,2.5,7-16h,50,66.0,1.608,-2.3%,0.9,-,-,-,-,-,0.5216
0,5/26/150,10,2.0,4.0,7-16h,90,40.0,1.321,-5.0%,1.54,20,50.0,1.986,-3.0%,2.66,0.5215
0,12/26/150,20,2.5,3.5,7-16h,71,50.7,1.445,-5.7%,1.33,-,-,-,-,-,0.5215
0,12/34/150,20,2.5,3.0,7-16h,71,54.9,1.467,-5.5%,1.28,-,-,-,-,-,0.5214
0,15/26/100,20,2.5,3.0,6-17h,81,54.3,1.438,-6.5%,1.37,20,60.0,1.795,-3.0%,1.68,0.5214
0,15/50/150,14,3.0,4.0,6-17h,48,54.2,1.555,-4.9%,1.09,-,-,-,-,-,0.5214
0,5/26/150,14,2.0,4.0,7-16h,90,40.0,1.319,-5.0%,1.54,21,47.6,1.807,-3.0%,2.37,0.5213
0,15/34/150,14,2.5,2.5,6-17h,83,59.0,1.44,-5.0%,1.31,-,-,-,-,-,0.5213
0,5/50/80,14,2.5,3.0,6-17h,106,52.8,1.339,-5.0%,1.5,30,53.3,1.37,-4.5%,1.33,0.5211
0,12/42/80,10,3.0,3.5,6-17h,68,55.9,1.481,-5.3%,1.24,22,40.9,0.796,-5.7%,-0.67,0.5211
0,12/34/100,20,2.0,3.5,6-17h,87,43.7,1.349,-5.9%,1.51,24,45.8,1.463,-4.2%,1.61,0.5209
0,5/50/100,14,3.0,4.0,0-23h,95,50.5,1.358,-5.5%,1.48,26,42.3,0.966,-4.9%,-0.13,0.5208
0,12/42/200,14,2.5,3.5,7-16h,58,51.7,1.488,-4.9%,1.21,-,-,-,-,-,0.5208
0,15/42/80,14,2.5,3.5,0-23h,106,49.1,1.358,-10.1%,1.64,42,38.1,0.847,-8.9%,-0.99,0.5207
0,12/26/150,10,2.0,3.0,7-16h,81,48.1,1.4,-6.5%,1.43,-,-,-,-,-,0.5206
0,12/42/80,20,3.0,3.5,7-16h,70,55.7,1.457,-4.8%,1.26,-,-,-,-,-,0.5206
0,15/26/150,20,2.5,3.0,7-16h,71,54.9,1.468,-5.9%,1.28,-,-,-,-,-,0.5206
0,9/34/200,14,2.5,3.5,6-17h,69,50.7,1.438,-4.9%,1.3,-,-,-,-,-,0.5205
0,15/42/100,20,2.5,4.0,7-16h,63,47.6,1.467,-6.2%,1.29,21,52.4,1.738,-3.0%,2.0,0.5203
0,12/34/100,20,1.5,2.5,6-17h,101,44.6,1.327,-8.9%,1.65,24,41.7,1.174,-5.2%,0.65,0.5202
0,12/42/100,10,2.0,3.0,7-16h,81,48.1,1.387,-5.9%,1.43,-,-,-,-,-,0.5202
0,5/42/80,10,3.0,3.0,7-16h,77,59.7,1.465,-6.8%,1.31,28,53.6,1.144,-2.0%,0.49,0.52
0,12/42/200,14,2.5,4.0,7-16h,56,48.2,1.476,-4.9%,1.22,-,-,-,-,-,0.52
0,15/34/80,14,2.5,4.0,6-17h,82,46.3,1.379,-6.2%,1.45,24,37.5,0.946,-8.0%,-0.2,0.5199
0,5/42/80,10,2.5,3.0,6-17h,95,53.7,1.39,-8.2%,1.5,30,50.0,1.192,-4.0%,0.74,0.5197
0,5/50/100,20,2.0,4.0,7-16h,92,40.2,1.345,-9.8%,1.64,29,41.4,1.391,-2.1%,1.79,0.5197
0,9/42/100,10,3.0,3.0,6-17h,70,60.0,1.493,-5.9%,1.22,22,50.0,0.99,-3.9%,-0.03,0.5197
0,12/26/200,10,2.0,3.0,7-16h,74,48.6,1.419,-6.8%,1.39,-,-,-,-,-,0.5195
0,12/42/100,10,2.5,4.0,0-23h,87,46.0,1.367,-6.2%,1.47,30,43.3,1.21,-3.9%,0.94,0.5195
0,12/42/100,20,3.0,4.0,7-16h,65,52.3,1.444,-3.9%,1.24,-,-,-,-,-,0.5195
0,15/26/100,14,2.5,2.5,6-17h,85,58.8,1.431,-4.9%,1.3,20,60.0,1.492,-3.0%,1.03,0.5195
0,15/50/150,14,3.0,3.0,6-17h,49,61.2,1.565,-2.0%,0.94,20,45.0,0.811,-4.0%,-0.54,0.5195
0,12/26/100,20,2.0,2.5,7-16h,89,52.8,1.391,-7.3%,1.46,-,-,-,-,-,0.5194
0,12/34/150,20,1.5,2.5,7-16h,79,45.6,1.383,-7.2%,1.47,-,-,-,-,-,0.5193
0,12/50/100,14,3.0,3.0,6-17h,65,60.0,1.487,-3.0%,1.12,24,50.0,0.99,-3.9%,-0.03,0.5192
0,15/50/100,14,3.0,2.5,0-23h,85,63.5,1.444,-3.5%,1.22,33,57.6,1.125,-5.7%,0.44,0.5192
0,9/34/80,10,2.5,3.0,7-16h,89,53.9,1.406,-8.0%,1.45,-,-,-,-,-,0.5191
0,9/42/100,14,2.5,3.0,0-23h,112,52.7,1.322,-6.3%,1.55,35,48.6,1.124,-4.5%,0.57,0.5191
0,12/42/150,14,2.0,3.5,6-17h,79,44.3,1.39,-8.2%,1.49,-,-,-,-,-,0.5191
0,9/42/80,14,2.0,4.0,6-17h,97,40.2,1.359,-13.3%,1.73,31,41.9,1.44,-3.9%,2.06,0.519
0,9/50/100,14,2.5,3.5,7-16h,71,50.7,1.429,-5.9%,1.33,24,66.7,2.813,-3.0%,3.96,0.519
0,5/50/80,20,2.5,3.5,7-16h,89,49.4,1.36,-5.3%,1.44,28,53.6,1.613,-3.0%,2.1,0.5188
0,15/50/100,20,2.0,4.0,7-16h,70,41.4,1.395,-7.8%,1.46,-,-,-,-,-,0.5188
0,9/34/100,10,3.0,2.5,6-17h,90,63.3,1.44,-4.6%,1.26,-,-,-,-,-,0.5187
0,5/50/150,14,3.0,4.0,7-16h,65,52.3,1.463,-5.3%,1.24,-,-,-,-,-,0.5186
0,12/34/200,14,2.0,4.0,7-16h,65,41.5,1.423,-6.8%,1.37,-,-,-,-,-,0.5186
0,12/50/80,10,2.5,3.5,6-17h,75,50.7,1.442,-8.9%,1.41,26,42.3,1.014,-3.9%,0.06,0.5186
0,12/26/80,14,2.5,3.0,7-16h,85,54.1,1.415,-7.5%,1.41,-,-,-,-,-,0.5185
0,5/42/100,20,2.5,3.0,0-23h,114,52.6,1.317,-6.9%,1.57,35,48.6,1.122,-3.8%,0.57,0.5184
0,9/42/80,14,2.5,4.0,0-23h,109,45.0,1.305,-6.7%,1.59,37,40.5,1.08,-8.0%,0.44,0.5184
0,9/34/100,20,3.0,3.0,7-16h,83,59.0,1.435,-5.9%,1.31,-,-,-,-,-,0.5183
0,15/34/80,20,2.5,3.0,0-23h,114,52.6,1.346,-8.4%,1.57,38,39.5,0.764,-12.1%,-1.32,0.5183
0,5/50/200,20,2.0,4.0,7-16h,76,40.8,1.355,-5.9%,1.46,25,40.0,1.314,-4.9%,1.26,0.5182
0,12/26/100,10,2.5,3.0,7-16h,75,54.7,1.443,-6.6%,1.32,-,-,-,-,-,0.5182
0,12/42/150,14,2.0,3.0,7-16h,74,48.6,1.418,-7.3%,1.39,-,-,-,-,-,0.5182
0,15/34/150,20,2.0,4.0,6-17h,76,40.8,1.356,-5.9%,1.46,-,-,-,-,-,0.5182
0,9/50/80,10,2.5,4.0,7-16h,69,47.8,1.482,-12.7%,1.46,26,46.2,1.358,-3.9%,1.32,0.518
0,9/50/80,14,3.0,3.5,7-16h,66,56.1,1.492,-6.9%,1.23,25,60.0,1.747,-3.0%,1.98,0.5179
0,15/42/100,10,2.0,2.5,7-16h,69,53.6,1.447,-4.5%,1.23,21,52.4,1.36,-3.0%,0.96,0.5179
0,9/34/100,20,3.0,3.5,7-16h,72,55.6,1.449,-5.7%,1.27,-,-,-,-,-,0.5178
0,12/50/200,20,2.5,3.5,7-16h,52,51.9,1.495,-3.4%,1.1,20,50.0,1.382,-3.0%,1.02,0.5178
0,15/42/150,10,2.0,3.5,7-16h,54,46.3,1.501,-8.5%,1.27,-,-,-,-,-,0.5178
0,9/26/80,14,2.5,4.0,7-16h,75,46.7,1.393,-5.9%,1.38,21,57.1,2.112,-2.0%,2.73,0.5177
0,9/42/200,14,2.0,4.0,6-17h,73,41.1,1.387,-7.8%,1.46,-,-,-,-,-,0.5177
0,9/50/200,14,2.5,4.0,6-17h,68,47.1,1.412,-4.9%,1.31,-,-,-,-,-,0.5177
0,15/50/150,10,3.0,4.0,7-16h,42,54.8,1.581,-5.2%,1.0,-,-,-,-,-,0.5177
0,12/34/150,10,2.5,3.5,6-17h,69,50.7,1.449,-6.7%,1.3,-,-,-,-,-,0.5176
0,12/42/80,10,3.0,3.5,0-23h,88,54.5,1.414,-7.3%,1.39,34,38.2,0.706,-9.8%,-1.52,0.5176
0,9/26/100,14,2.5,4.0,7-16h,75,46.7,1.391,-5.9%,1.38,-,-,-,-,-,0.5174
0,9/34/100,14,3.0,4.0,0-23h,93,50.5,1.349,-5.3%,1.44,26,46.2,1.131,-5.0%,0.48,0.5174
0,15/50/80,14,3.0,2.5,0-23h,90,63.3,1.442,-5.2%,1.26,35,48.6,0.772,-8.7%,-1.01,0.5174
0,12/34/100,20,3.0,2.5,6-17h,85,63.5,1.445,-4.3%,1.22,21,57.1,1.103,-3.9%,0.24,0.5173
0,12/50/200,10,2.5,4.0,6-17h,56,48.2,1.474,-5.9%,1.22,20,45.0,1.289,-3.9%,0.85,0.5173
0,15/42/150,20,3.0,3.5,7-16h,51,56.9,1.525,-3.0%,1.02,-,-,-,-,-,0.5173
0,15/50/80,10,3.0,3.0,7-16h,49,61.2,1.567,-3.0%,0.94,21,47.6,0.9,-3.0%,-0.29,0.5173
0,12/26/200,10,2.5,3.0,7-16h,71,54.9,1.459,-6.8%,1.28,-,-,-,-,-,0.5172
0,12/50/100,14,2.5,3.0,0-23h,106,52.8,1.338,-6.5%,1.5,38,47.4,1.07,-5.7%,0.36,0.5172
0,15/42/80,20,3.0,2.5,0-23h,109,62.4,1.374,-4.8%,1.37,39,46.2,0.699,-10.4%,-1.55,0.5172
0,9/34/100,14,3.0,3.5,0-23h,98,54.1,1.36,-6.9%,1.47,26,46.2,0.989,-5.4%,-0.04,0.5171
0,9/42/100,10,2.5,3.0,6-17h,81,54.3,1.42,-7.3%,1.37,24,50.0,1.189,-3.9%,0.59,0.5171
0,12/42/100,14,2.0,3.0,7-16h,86,47.7,1.362,-5.9%,1.43,-,-,-,-,-,0.517
0,5/42/200,10,3.0,4.0,7-16h,61,52.5,1.456,-3.9%,1.18,22,50.0,1.318,-3.0%,0.93,0.5169
0,15/26/100,10,1.5,3.0,7-16h,87,40.2,1.334,-7.8%,1.55,-,-,-,-,-,0.5168
0,15/50/200,20,3.0,3.5,7-16h,49,57.1,1.532,-3.0%,1.0,-,-,-,-,-,0.5167
0,5/42/100,10,2.5,3.5,7-16h,82,50.0,1.402,-7.9%,1.42,24,45.8,1.172,-2.6%,0.58,0.5166
0,15/42/100,20,3.0,3.0,7-16h,58,60.3,1.516,-3.1%,1.03,21,52.4,1.089,-3.0%,0.23,0.5165
0,15/50/150,10,2.0,3.5,7-16h,54,46.3,1.494,-8.6%,1.27,-,-,-,-,-,0.5165
0,5/42/100,14,3.0,4.0,7-16h,69,52.2,1.45,-7.2%,1.3,24,45.8,1.116,-2.7%,0.39,0.5164
0,9/34/80,20,3.0,3.5,6-17h,86,54.7,1.41,-7.3%,1.38,20,60.0,1.751,-3.0%,1.57,0.5164
0,5/42/80,14,2.0,4.0,7-16h,84,40.5,1.349,-8.8%,1.55,31,41.9,1.431,-3.0%,2.06,0.5163
0,5/42/80,20,3.0,4.0,6-17h,71,52.1,1.463,-8.7%,1.33,27,44.4,1.056,-5.0%,0.21,0.5163
0,9/34/100,14,2.0,2.5,6-17h,100,52.0,1.36,-7.4%,1.48,-,-,-,-,-,0.5163
0,12/42/100,14,2.5,2.5,6-17h,87,58.6,1.406,-4.9%,1.3,21,66.7,2.0,-2.0%,1.85,0.5162
0,15/42/200,14,2.5,3.5,7-16h,48,52.1,1.516,-3.2%,1.03,-,-,-,-,-,0.5162
0,15/50/150,10,2.5,3.0,7-16h,44,56.8,1.559,-3.0%,0.94,-,-,-,-,-,0.5162
0,12/26/200,14,2.0,3.0,6-17h,81,48.1,1.39,-7.7%,1.43,-,-,-,-,-,0.5161
0,12/34/200,20,2.0,3.5,7-16h,67,44.8,1.412,-6.1%,1.33,-,-,-,-,-,0.5161
0,15/26/100,14,2.5,2.5,7-16h,74,59.5,1.471,-5.9%,1.21,-,-,-,-,-,0.5161
0,5/42/100,20,2.5,2.5,7-16h,83,59.0,1.436,-6.9%,1.31,25,52.0,1.074,-3.0%,0.23,0.516
0,5/50/80,10,2.5,3.0,6-17h,100,53.0,1.349,-5.9%,1.44,29,55.2,1.479,-4.5%,1.61,0.516
0,5/50/100,14,2.5,3.0,7-16h,96,53.1,1.35,-4.8%,1.4,26,50.0,1.188,-2.8%,0.64,0.516
0,9/42/200,14,3.0,3.0,7-16h,67,59.7,1.481,-4.0%,1.12,-,-,-,-,-,0.516
0,15/26/100,10,2.0,2.5,7-16h,83,53.0,1.424,-8.5%,1.39,-,-,-,-,-,0.516
0,15/50/150,10,3.0,3.0,7-16h,42,61.9,1.599,-3.0%,0.86,-,-,-,-,-,0.516
0,12/42/80,10,2.5,3.0,6-17h,79,54.4,1.437,-8.4%,1.36,25,36.0,0.659,-8.3%,-1.35,0.5159
0,9/26/80,10,2.5,4.0,7-16h,68,47.1,1.428,-6.5%,1.31,20,55.0,1.924,-3.0%,2.28,0.5158
0,15/42/100,20,2.5,3.5,7-16h,63,50.8,1.447,-4.2%,1.19,21,52.4,1.522,-3.0%,1.4,0.5158
0,5/50/100,20,3.0,4.0,0-23h,102,50.0,1.325,-5.5%,1.47,28,39.3,0.851,-6.8%,-0.64,0.5157
0,15/26/200,20,2.0,3.5,7-16h,67,44.8,1.414,-6.4%,1.33,-,-,-,-,-,0.5157
0,5/42/100,10,2.0,2.5,7-16h,85,52.9,1.408,-8.3%,1.41,25,44.0,0.971,-2.7%,-0.11,0.5156
0,12/34/150,20,2.5,2.5,7-16h,74,59.5,1.467,-5.9%,1.21,-,-,-,-,-,0.5156
0,15/34/80,20,2.5,3.5,6-17h,85,49.4,1.36,-4.4%,1.36,24,37.5,0.824,-8.5%,-0.66,0.5156
0,9/50/100,20,2.5,3.5,6-17h,87,49.4,1.366,-5.9%,1.4,25,68.0,3.022,-2.0%,4.38,0.5155
0,12/34/80,20,3.0,3.0,7-16h,76,59.2,1.448,-4.9%,1.21,22,50.0,0.99,-5.9%,-0.03,0.5155
0,5/42/80,10,2.0,4.0,7-16h,81,40.7,1.376,-10.6%,1.55,30,40.0,1.32,-4.0%,1.51,0.5154
0,9/42/100,10,2.5,3.5,7-16h,62,51.6,1.499,-9.6%,1.28,23,47.8,1.272,-3.9%,0.85,0.5154
0,12/50/80,14,2.5,2.5,0-23h,121,57.0,1.326,-6.0%,1.48,42,45.2,0.812,-9.7%,-1.07,0.5154
0,15/42/100,20,2.5,2.5,7-16h,69,59.4,1.459,-3.0%,1.12,22,59.1,1.437,-3.0%,1.03,0.5154
0,12/34/150,14,2.0,3.0,6-17h,79,48.1,1.396,-7.0%,1.38,-,-,-,-,-,0.5153
0,15/42/100,20,3.0,3.5,7-16h,53,56.6,1.517,-3.6%,1.03,21,52.4,1.269,-3.0%,0.71,0.5153
0,9/26/80,10,2.5,4.0,6-17h,75,46.7,1.408,-7.7%,1.38,26,46.2,1.354,-3.9%,1.32,0.5152
0,9/42/200,14,3.0,4.0,7-16h,59,52.5,1.472,-4.6%,1.15,-,-,-,-,-,0.5152
0,15/26/150,20,2.0,2.5,7-16h,75,53.3,1.43,-6.6%,1.3,-,-,-,-,-,0.5151
0,15/50/100,14,3.0,3.0,6-17h,58,60.3,1.521,-4.0%,1.03,22,50.0,0.99,-3.0%,-0.03,0.515
0,9/34/100,10,3.0,3.0,7-16h,74,59.5,1.462,-5.9%,1.21,-,-,-,-,-,0.5149
0,12/34/80,10,2.0,3.0,6-17h,95,47.4,1.364,-9.3%,1.52,28,42.9,1.114,-4.5%,0.47,0.5149
0,9/34/150,14,3.0,4.0,0-23h,87,50.6,1.359,-4.3%,1.35,25,52.0,1.43,-3.9%,1.37,0.5148
0,9/34/100,14,2.5,2.5,7-16h,87,58.6,1.412,-5.9%,1.3,-,-,-,-,-,0.5146
