rank,ema,atr_period,sl_mult,tp_mult,hours,tr_trades,tr_wr,tr_pf,tr_dd,tr_monthly,te_trades,te_wr,te_pf,te_dd,te_monthly,score
0,15/26/150,14,2.5,4.0,0-23h,164,45.7,1.341,-9.9%,1.88,63,34.9,0.842,-14.8%,-1.02,0.5356
0,9/26/150,10,2.5,4.0,0-23h,160,45.6,1.357,-8.6%,1.8,73,39.7,1.042,-11.6%,0.31,0.5354
0,12/34/100,10,3.0,4.0,0-23h,151,51.0,1.395,-9.0%,1.74,58,46.6,1.156,-11.2%,0.79,0.5354
0,15/34/150,14,2.0,3.0,6-17h,107,49.5,1.464,-6.8%,1.53,42,26.2,0.528,-14.6%,-2.29,0.5353
0,9/42/150,14,3.0,4.0,0-23h,138,51.4,1.431,-9.0%,1.67,52,42.3,0.965,-10.3%,-0.17,0.5352
0,12/50/150,20,2.0,3.5,0-23h,169,43.2,1.315,-10.1%,1.92,65,35.4,0.944,-9.0%,-0.38,0.5346
0,9/42/200,14,2.5,4.0,0-23h,142,46.5,1.402,-11.1%,1.79,58,36.2,0.894,-11.5%,-0.63,0.5345
0,12/34/200,10,2.0,2.5,6-17h,111,54.1,1.492,-5.9%,1.43,41,29.3,0.518,-14.8%,-2.22,0.5344
0,15/26/200,14,2.0,2.5,7-16h,94,55.3,1.538,-6.6%,1.37,35,37.1,0.733,-8.3%,-0.97,0.5344
0,12/34/100,20,3.0,4.0,0-23h,160,50.6,1.365,-8.4%,1.76,68,47.1,1.179,-8.4%,1.07,0.5343
0,12/50/200,20,2.0,3.5,0-23h,153,43.8,1.357,-11.8%,1.9,60,35.0,0.928,-8.7%,-0.46,0.5343
0,12/34/150,20,3.0,4.0,6-17h,98,53.1,1.529,-6.8%,1.39,40,32.5,0.637,-10.9%,-1.58,0.5342
0,5/26/80,20,3.0,4.0,0-23h,182,50.0,1.335,-9.1%,1.84,72,36.1,0.75,-16.7%,-1.86,0.5341
0,9/42/100,14,2.5,4.0,0-23h,186,45.2,1.309,-11.5%,1.97,69,40.6,1.08,-6.6%,0.55,0.5338
0,12/26/150,10,1.5,2.5,7-16h,124,46.0,1.396,-8.2%,1.69,36,30.6,0.729,-10.3%,-1.12,0.5338
0,12/34/150,14,2.5,4.0,6-17h,105,47.6,1.471,-6.6%,1.49,40,25.0,0.533,-15.2%,-2.22,0.5338
0,5/26/150,14,3.0,4.0,0-23h,175,50.3,1.359,-10.9%,1.85,71,39.4,0.857,-12.5%,-0.99,0.5335
0,12/34/200,20,2.5,2.5,7-16h,90,61.1,1.597,-4.9%,1.18,34,38.2,0.621,-9.7%,-1.31,0.5333
0,15/34/150,10,2.0,2.5,7-16h,93,54.8,1.519,-3.9%,1.29,36,36.1,0.703,-8.1%,-1.12,0.533
0,15/42/150,10,2.0,4.0,0-23h,159,40.3,1.313,-13.2%,2.01,59,30.5,0.862,-11.6%,-0.9,0.5327
0,5/34/200,14,3.0,4.0,0-23h,163,50.3,1.363,-7.5%,1.71,66,45.5,1.102,-6.9%,0.6,0.5326
0,9/42/200,10,2.5,3.5,0-23h,149,49.7,1.391,-9.6%,1.73,61,39.3,0.896,-9.8%,-0.63,0.5325
0,9/26/150,20,3.0,3.5,0-23h,163,54.0,1.37,-6.9%,1.67,67,47.8,1.058,-9.1%,0.33,0.5324
0,9/26/200,14,3.0,4.0,7-16h,94,53.2,1.538,-6.9%,1.35,41,34.1,0.685,-10.9%,-1.37,0.5324
0,12/34/80,10,3.0,4.0,0-23h,158,50.6,1.372,-8.7%,1.73,57,43.9,1.031,-12.0%,0.16,0.5323
0,12/34/200,14,2.5,4.0,6-17h,100,48.0,1.492,-8.1%,1.48,38,23.7,0.496,-15.7%,-2.3,0.5323
0,12/34/100,14,3.0,4.0,0-23h,156,50.6,1.374,-8.4%,1.71,63,44.4,1.057,-11.8%,0.32,0.532
0,15/26/80,10,3.0,3.5,0-23h,156,54.5,1.389,-9.2%,1.71,60,51.7,1.246,-6.9%,1.18,0.5319
0,15/34/150,20,3.0,2.5,6-17h,101,65.3,1.571,-4.1%,1.18,41,41.5,0.585,-9.5%,-1.59,0.5318
0,9/42/80,10,3.0,3.5,0-23h,156,54.5,1.388,-9.3%,1.71,55,61.8,1.907,-3.9%,3.36,0.5316
0,12/34/150,14,1.5,2.5,7-16h,103,46.6,1.437,-5.9%,1.49,36,33.3,0.828,-8.8%,-0.7,0.5313
0,5/26/200,14,2.5,3.5,7-16h,141,49.6,1.387,-7.0%,1.62,53,28.3,0.564,-20.3%,-2.66,0.531
0,12/34/150,20,3.0,3.5,0-23h,155,54.2,1.39,-7.4%,1.63,59,47.5,1.044,-5.9%,0.22,0.531
0,5/26/80,10,2.5,4.0,0-23h,194,44.8,1.303,-11.9%,1.95,79,36.7,0.919,-14.0%,-0.69,0.5306
0,12/34/150,14,2.5,3.0,6-17h,111,55.0,1.472,-4.9%,1.38,42,33.3,0.602,-13.2%,-1.8,0.5306
0,12/34/150,10,2.5,3.5,6-17h,106,50.9,1.472,-5.5%,1.4,40,25.0,0.467,-16.5%,-2.5,0.5305
0,12/34/150,10,3.0,4.0,0-23h,137,51.1,1.416,-7.8%,1.58,52,42.3,0.965,-10.3%,-0.17,0.53
0,15/34/200,14,2.0,2.5,6-17h,99,54.5,1.494,-4.9%,1.33,40,32.5,0.596,-10.8%,-1.74,0.53
0,12/34/150,20,2.5,3.5,0-23h,174,48.9,1.339,-10.4%,1.82,67,37.3,0.818,-12.4%,-1.2,0.5299
0,15/34/150,20,3.0,3.5,7-16h,82,57.3,1.577,-4.9%,1.17,35,37.1,0.684,-8.2%,-1.13,0.5299
0,15/26/150,20,2.0,2.5,0-23h,206,51.0,1.303,-8.9%,1.83,71,40.8,0.851,-9.7%,-1.0,0.5295
0,5/26/200,14,2.5,2.5,0-23h,235,56.6,1.314,-11.5%,1.9,81,50.6,1.015,-7.8%,0.1,0.5294
0,12/50/200,20,2.0,2.5,0-23h,160,52.5,1.383,-11.4%,1.76,61,37.7,0.747,-11.1%,-1.53,0.5291
0,15/34/200,20,2.0,2.5,7-16h,87,55.2,1.534,-4.9%,1.24,35,31.4,0.573,-11.2%,-1.66,0.5291
0,9/26/200,20,2.5,3.5,0-23h,175,48.6,1.335,-8.6%,1.75,72,45.8,1.177,-7.5%,1.15,0.5289
0,15/26/150,10,2.0,4.0,6-17h,114,41.2,1.398,-7.9%,1.6,40,25.0,0.656,-12.3%,-1.64,0.5287
0,12/50/200,10,1.5,2.5,0-23h,167,44.3,1.313,-9.9%,1.83,64,34.4,0.863,-11.1%,-0.95,0.5283
0,9/26/80,10,2.5,4.0,0-23h,166,45.2,1.303,-7.0%,1.74,79,40.5,1.074,-12.3%,0.6,0.5281
0,12/34/200,20,3.0,2.5,6-17h,106,65.1,1.585,-7.2%,1.21,40,45.0,0.681,-8.5%,-1.16,0.5281
0,12/26/150,14,1.5,2.5,7-16h,122,45.9,1.404,-9.7%,1.64,36,30.6,0.729,-10.3%,-1.12,0.5278
0,12/34/200,20,3.0,4.0,0-23h,137,51.1,1.405,-8.1%,1.58,58,41.4,0.928,-9.0%,-0.39,0.5278
0,12/34/150,20,3.0,2.5,6-17h,111,64.9,1.561,-7.2%,1.25,42,45.2,0.688,-8.5%,-1.18,0.5277
0,15/26/150,14,2.0,4.0,6-17h,117,41.0,1.39,-7.9%,1.6,41,22.0,0.551,-15.8%,-2.23,0.5276
0,15/34/150,20,3.0,2.5,7-16h,90,65.6,1.597,-4.1%,1.07,36,44.4,0.664,-7.2%,-1.1,0.5276
0,15/26/100,10,3.0,4.0,0-23h,146,50.7,1.362,-6.5%,1.6,56,42.9,0.988,-13.0%,-0.06,0.5274
0,15/34/200,20,2.0,2.5,0-23h,174,51.7,1.326,-8.0%,1.72,62,43.5,0.952,-8.2%,-0.27,0.5272
0,9/26/100,14,2.5,4.0,0-23h,173,45.1,1.309,-9.4%,1.79,75,41.3,1.112,-11.1%,0.85,0.5263
0,5/26/150,14,3.0,3.5,0-23h,180,53.3,1.348,-8.7%,1.69,71,39.4,0.749,-15.0%,-1.7,0.5262
0,15/26/150,14,2.5,4.0,6-17h,103,47.6,1.467,-8.4%,1.45,39,28.2,0.622,-11.2%,-1.69,0.5262
0,9/26/150,20,2.5,4.0,0-23h,171,45.0,1.327,-9.4%,1.75,73,41.1,1.106,-11.6%,0.75,0.5259
0,15/34/150,14,3.0,2.5,6-17h,100,65.0,1.551,-4.1%,1.13,40,40.0,0.551,-10.3%,-1.71,0.5256
0,9/26/200,10,3.0,3.5,7-16h,94,56.4,1.527,-5.7%,1.23,40,37.5,0.696,-12.0%,-1.24,0.5254
0,12/34/150,10,2.0,3.0,7-16h,99,49.5,1.475,-7.4%,1.39,34,29.4,0.624,-11.9%,-1.47,0.5253
0,15/26/200,14,1.5,2.5,6-17h,118,45.8,1.398,-7.8%,1.55,41,26.8,0.605,-13.0%,-1.88,0.5253
0,5/26/200,20,2.0,2.5,6-17h,189,51.3,1.325,-10.1%,1.77,64,37.5,0.749,-16.7%,-1.65,0.5252
0,12/34/200,10,2.5,3.5,6-17h,100,51.0,1.473,-5.5%,1.32,38,23.7,0.435,-16.8%,-2.56,0.5251
0,12/26/200,14,3.0,4.0,7-16h,93,52.7,1.504,-5.5%,1.26,32,21.9,0.368,-16.3%,-2.45,0.5249
0,12/34/200,20,2.5,3.5,6-17h,104,51.0,1.468,-6.8%,1.37,40,27.5,0.529,-14.5%,-2.16,0.5247
0,15/34/150,20,3.0,3.0,6-17h,96,60.4,1.53,-4.9%,1.18,41,41.5,0.702,-7.0%,-1.16,0.5244
0,15/26/150,14,3.0,4.0,0-23h,144,50.7,1.367,-7.4%,1.58,55,40.0,0.87,-16.1%,-0.66,0.5243
0,12/34/150,20,2.5,3.5,6-17h,111,50.5,1.435,-5.5%,1.38,42,28.6,0.558,-14.1%,-2.1,0.5242
0,15/34/150,14,3.0,3.5,6-17h,90,56.7,1.522,-5.4%,1.21,38,31.6,0.531,-11.5%,-1.92,0.5241
0,5/34/200,10,3.0,4.0,0-23h,153,50.3,1.362,-7.6%,1.59,65,44.6,1.063,-6.2%,0.38,0.524
0,15/26/150,20,3.0,3.5,6-17h,102,55.9,1.485,-5.3%,1.27,38,36.8,0.668,-9.5%,-1.26,0.5237
0,5/26/150,20,3.0,3.5,0-23h,182,53.3,1.347,-10.0%,1.7,72,44.4,0.923,-10.7%,-0.51,0.5236
0,9/42/150,14,2.5,4.0,0-23h,165,45.5,1.347,-13.1%,1.81,60,35.0,0.848,-12.3%,-0.95,0.5236
0,5/34/150,14,3.0,4.0,0-23h,162,50.0,1.343,-7.5%,1.61,67,43.3,1.006,-9.1%,0.04,0.523
0,5/26/100,14,3.0,4.0,0-23h,179,49.7,1.325,-9.7%,1.72,69,37.7,0.799,-13.8%,-1.4,0.5228
0,5/26/200,10,2.5,4.0,0-23h,192,44.8,1.31,-14.3%,1.91,75,37.3,0.942,-9.4%,-0.46,0.5226
0,15/26/200,20,3.0,4.0,6-17h,93,52.7,1.493,-5.9%,1.26,35,28.6,0.52,-12.7%,-1.87,0.5226
0,5/26/80,20,2.0,2.5,7-16h,177,51.4,1.313,-7.8%,1.67,69,36.2,0.716,-18.9%,-2.06,0.5225
0,12/34/200,14,3.0,4.0,6-17h,95,52.6,1.499,-6.8%,1.28,36,27.8,0.507,-13.5%,-2.02,0.5225
0,12/34/100,20,2.0,2.5,7-16h,116,53.4,1.451,-7.6%,1.4,44,40.9,0.858,-8.5%,-0.62,0.5224
0,9/26/150,14,3.0,4.0,7-16h,99,52.5,1.495,-7.8%,1.32,41,34.1,0.685,-10.9%,-1.37,0.5222
0,15/26/100,14,3.0,4.0,0-23h,151,50.3,1.339,-6.5%,1.57,62,40.3,0.883,-15.6%,-0.67,0.5222
0,12/26/200,14,1.5,2.5,7-16h,113,46.0,1.418,-9.7%,1.53,35,28.6,0.664,-11.8%,-1.37,0.522
0,5/26/200,10,2.5,2.5,7-16h,150,58.0,1.383,-5.0%,1.43,53,41.5,0.71,-13.3%,-1.48,0.5219
0,15/26/150,20,2.0,3.5,6-17h,115,44.3,1.4,-7.6%,1.49,41,24.4,0.554,-14.2%,-2.15,0.5218
0,15/26/150,20,3.0,4.0,6-17h,95,52.6,1.489,-6.5%,1.28,37,32.4,0.626,-11.7%,-1.47,0.5218
0,15/34/150,10,2.0,4.0,7-16h,88,42.0,1.44,-5.9%,1.35,35,20.0,0.499,-15.8%,-2.22,0.5217
0,5/26/200,14,2.0,3.5,7-16h,151,43.0,1.328,-8.4%,1.65,54,25.9,0.626,-21.3%,-2.46,0.5215
0,15/26/150,20,3.0,4.0,0-23h,142,50.7,1.362,-7.4%,1.55,55,40.0,0.87,-16.1%,-0.66,0.5215
0,5/26/100,20,3.0,3.5,0-23h,185,53.0,1.325,-8.0%,1.64,70,41.4,0.819,-13.6%,-1.22,0.5214
0,15/34/200,20,2.0,2.5,6-17h,100,54.0,1.458,-4.9%,1.27,40,30.0,0.533,-12.8%,-2.07,0.521
0,5/34/200,20,3.0,4.0,0-23h,167,49.7,1.338,-7.5%,1.59,67,44.8,1.071,-7.8%,0.43,0.5209
0,12/26/200,14,2.5,4.0,0-23h,161,45.3,1.321,-10.3%,1.72,63,33.3,0.782,-15.3%,-1.42,0.5207
0,12/34/150,14,3.0,3.5,6-17h,100,56.0,1.496,-6.8%,1.26,39,30.8,0.514,-13.5%,-2.07,0.5207
0,12/34/80,20,3.0,4.0,0-23h,164,50.0,1.327,-8.6%,1.64,68,44.1,1.041,-10.5%,0.26,0.5203
0,12/34/200,10,2.5,4.0,0-23h,149,45.6,1.349,-10.3%,1.66,58,34.5,0.826,-13.6%,-1.04,0.5203
0,15/34/150,14,3.0,2.5,7-16h,89,65.2,1.574,-4.1%,1.01,36,41.7,0.594,-8.9%,-1.38,0.5203
0,9/26/150,10,2.5,4.0,7-16h,113,46.9,1.426,-9.2%,1.47,41,34.1,0.82,-9.3%,-0.8,0.52
0,12/34/100,20,2.0,2.5,6-17h,135,52.6,1.398,-7.7%,1.47,51,35.3,0.678,-11.8%,-1.71,0.52
0,12/34/150,14,2.0,3.5,7-16h,100,45.0,1.447,-8.4%,1.4,35,25.7,0.602,-12.2%,-1.67,0.5199
0,15/26/100,20,3.0,4.0,0-23h,149,50.3,1.334,-6.6%,1.55,63,39.7,0.859,-15.6%,-0.83,0.5199
0,12/34/200,20,1.5,2.5,7-16h,97,46.4,1.441,-6.8%,1.35,36,33.3,0.828,-8.4%,-0.7,0.5197
0,15/26/150,10,2.5,3.5,0-23h,167,48.5,1.31,-7.9%,1.64,62,38.7,0.869,-13.1%,-0.79,0.5196
0,9/26/200,10,2.5,4.0,7-16h,106,47.2,1.445,-9.0%,1.42,41,34.1,0.82,-9.3%,-0.8,0.5195
0,5/26/80,10,2.5,3.5,7-16h,149,49.0,1.334,-7.1%,1.56,64,31.2,0.65,-23.1%,-2.53,0.5193
0,5/26/200,20,2.5,3.5,7-16h,142,49.3,1.36,-8.2%,1.55,53,32.1,0.665,-16.4%,-1.97,0.5193
0,15/42/200,14,1.5,2.5,7-16h,82,47.6,1.493,-8.1%,1.29,32,31.2,0.749,-6.7%,-0.91,0.5192
0,15/26/150,10,3.0,3.5,0-23h,148,54.1,1.366,-7.5%,1.51,52,46.2,0.989,-9.8%,-0.05,0.5191
0,15/26/150,14,3.0,3.5,0-23h,148,54.1,1.366,-7.5%,1.51,55,41.8,0.82,-15.4%,-0.89,0.5191
0,12/34/200,10,2.0,3.0,7-16h,93,49.5,1.479,-7.4%,1.29,33,27.3,0.562,-13.2%,-1.7,0.519
0,12/34/200,10,3.0,3.5,0-23h,142,54.2,1.395,-8.2%,1.48,55,40.0,0.763,-12.2%,-1.23,0.519
0,12/50/200,14,1.5,2.5,0-23h,166,44.0,1.305,-9.9%,1.71,64,34.4,0.863,-11.1%,-0.95,0.5188
0,15/34/150,14,2.0,3.0,7-16h,93,49.5,1.466,-6.8%,1.29,35,28.6,0.599,-11.5%,-1.62,0.5188
0,15/34/150,14,3.0,3.5,7-16h,81,56.8,1.545,-5.4%,1.09,34,32.4,0.554,-11.2%,-1.64,0.5188
0,9/34/200,14,2.5,4.0,0-23h,147,45.6,1.341,-9.4%,1.62,63,34.9,0.843,-13.1%,-1.02,0.5187
0,12/34/150,20,2.5,2.5,6-17h,115,59.1,1.458,-5.0%,1.24,43,37.2,0.596,-12.3%,-1.77,0.5187
0,15/26/150,10,1.5,2.5,6-17h,124,45.2,1.351,-6.6%,1.5,42,31.0,0.738,-10.8%,-1.23,0.5187
0,15/34/200,20,2.0,3.5,0-23h,163,42.9,1.309,-11.6%,1.76,60,38.3,1.076,-11.5%,0.46,0.5187
0,9/34/150,14,1.5,2.5,7-16h,121,45.5,1.38,-8.8%,1.52,37,27.0,0.618,-13.6%,-1.68,0.5183
0,12/34/150,10,2.5,4.0,6-17h,102,47.1,1.433,-6.6%,1.34,40,25.0,0.533,-15.2%,-2.22,0.5183
0,12/34/150,14,2.5,2.5,6-17h,115,59.1,1.455,-5.0%,1.24,42,33.3,0.504,-14.9%,-2.21,0.5183
0,5/26/150,10,2.5,4.0,7-16h,138,45.7,1.342,-7.3%,1.53,55,30.9,0.719,-17.5%,-1.77,0.5178
0,12/34/80,14,3.0,4.0,0-23h,160,50.0,1.334,-8.6%,1.59,64,40.6,0.899,-13.2%,-0.61,0.5177
0,15/34/200,20,3.0,3.5,6-17h,85,56.5,1.517,-4.9%,1.11,37,32.4,0.55,-10.6%,-1.77,0.5177
0,12/34/200,14,3.0,4.0,0-23h,134,50.7,1.392,-8.1%,1.46,55,38.2,0.807,-13.2%,-1.03,0.5176
0,12/34/150,20,3.0,2.5,7-16h,94,64.9,1.556,-5.1%,1.04,35,45.7,0.7,-7.8%,-0.94,0.5175
0,12/34/200,20,2.0,3.0,0-23h,181,46.4,1.31,-11.6%,1.74,67,35.8,0.823,-10.6%,-1.2,0.5175
0,12/26/200,10,2.5,4.0,0-23h,154,45.5,1.322,-10.3%,1.67,62,33.9,0.801,-15.3%,-1.26,0.5174
0,12/34/150,20,3.0,3.0,6-17h,106,59.4,1.483,-5.0%,1.17,41,39.0,0.637,-9.7%,-1.47,0.5172
0,5/26/80,14,3.0,4.0,0-23h,180,49.4,1.306,-9.1%,1.65,71,36.6,0.766,-15.8%,-1.71,0.517
0,12/34/150,14,2.5,2.5,7-16h,97,59.8,1.494,-4.0%,1.11,34,35.3,0.549,-11.4%,-1.61,0.517
0,5/26/100,20,2.0,2.5,7-16h,173,51.4,1.314,-9.0%,1.63,64,37.5,0.752,-16.4%,-1.65,0.5169
0,15/26/100,14,2.5,3.5,0-23h,180,48.3,1.3,-11.0%,1.73,72,38.9,0.878,-12.5%,-0.86,0.5169
0,12/34/200,10,1.5,3.0,7-16h,97,41.2,1.39,-4.9%,1.34,35,25.7,0.688,-12.4%,-1.33,0.5168
0,12/34/150,14,1.5,2.5,6-17h,124,45.2,1.355,-7.6%,1.5,44,29.5,0.696,-11.8%,-1.54,0.5167
0,12/34/200,10,2.5,4.0,6-17h,97,47.4,1.453,-8.1%,1.33,38,23.7,0.496,-15.7%,-2.3,0.5166
0,9/26/150,20,2.5,3.5,0-23h,179,48.0,1.305,-8.6%,1.63,75,45.3,1.153,-9.4%,1.04,0.5165
0,9/42/200,20,3.0,4.0,0-23h,129,51.2,1.401,-9.9%,1.49,53,41.5,0.933,-10.5%,-0.33,0.5164
0,15/26/100,10,2.5,4.0,0-23h,173,45.1,1.303,-13.1%,1.79,67,37.3,0.938,-12.9%,-0.42,0.5163
0,15/26/150,10,2.0,4.0,7-16h,94,41.5,1.406,-6.0%,1.34,34,26.5,0.709,-11.4%,-1.18,0.5163
0,12/50/150,20,2.0,2.5,0-23h,177,51.4,1.318,-10.6%,1.67,66,37.9,0.752,-11.6%,-1.61,0.5162
0,5/26/150,20,2.5,4.0,7-16h,142,45.8,1.352,-10.8%,1.61,55,30.9,0.719,-17.5%,-1.77,0.516
0,12/26/150,20,3.0,4.0,7-16h,98,52.0,1.453,-5.5%,1.23,30,23.3,0.403,-14.6%,-2.16,0.516
0,15/34/200,10,1.5,3.0,6-17h,105,41.0,1.37,-5.9%,1.4,40,20.0,0.492,-16.7%,-2.51,0.516
0,15/34/150,20,2.0,3.0,6-17h,107,48.6,1.413,-6.8%,1.35,43,30.2,0.645,-11.1%,-1.71,0.5159
0,15/34/150,14,3.0,3.0,6-17h,95,60.0,1.502,-4.9%,1.11,39,35.9,0.554,-10.6%,-1.77,0.5157
0,12/26/150,10,3.0,4.0,7-16h,100,52.0,1.457,-6.5%,1.25,33,24.2,0.422,-15.2%,-2.26,0.5154
0,9/34/150,14,2.0,2.5,7-16h,116,53.4,1.432,-9.4%,1.4,37,32.4,0.601,-12.1%,-1.62,0.5153
0,15/34/200,14,1.5,2.5,6-17h,105,45.7,1.385,-5.6%,1.35,41,29.3,0.681,-10.1%,-1.48,0.5152
0,5/26/200,20,3.0,2.5,6-17h,160,62.5,1.396,-7.4%,1.39,54,50.0,0.827,-10.0%,-0.77,0.515
0,9/42/200,20,2.5,4.0,0-23h,152,45.4,1.33,-10.7%,1.63,60,38.3,0.981,-12.0%,-0.11,0.5147
0,15/34/150,20,2.5,2.5,7-16h,92,59.8,1.49,-3.0%,1.05,36,33.3,0.502,-12.3%,-1.91,0.5146
0,5/26/200,10,2.5,3.0,7-16h,143,53.1,1.366,-7.4%,1.44,53,34.0,0.626,-18.2%,-2.14,0.5143
0,5/42/200,14,3.0,4.0,0-23h,143,50.3,1.368,-8.7%,1.48,61,41.0,0.913,-8.4%,-0.5,0.5142
0,9/26/150,10,3.0,3.5,7-16h,99,55.6,1.473,-5.9%,1.18,40,37.5,0.696,-12.0%,-1.24,0.5142
0,9/42/100,20,3.0,4.0,0-23h,155,50.3,1.336,-11.0%,1.62,62,50.0,1.333,-6.5%,1.74,0.514
0,12/34/150,14,3.0,4.0,6-17h,98,52.0,1.461,-6.8%,1.23,38,28.9,0.538,-13.2%,-1.97,0.5139
0,5/34/150,10,2.5,4.0,6-17h,131,45.8,1.358,-8.1%,1.47,56,32.1,0.75,-14.8%,-1.53,0.5138
0,9/26/200,14,3.0,3.5,7-16h,95,55.8,1.494,-6.7%,1.16,41,34.1,0.6,-12.0%,-1.72,0.5138
0,5/42/100,10,3.0,4.0,0-23h,147,50.3,1.349,-9.3%,1.53,57,40.4,0.89,-10.0%,-0.61,0.5137
0,5/34/100,14,3.0,4.0,0-23h,169,49.7,1.311,-9.6%,1.61,65,43.1,0.997,-10.0%,-0.02,0.5136
0,15/34/200,20,3.0,2.5,7-16h,83,65.1,1.565,-4.1%,0.93,35,42.9,0.623,-8.0%,-1.23,0.5135
0,12/34/100,14,2.0,2.5,7-16h,117,53.0,1.42,-7.6%,1.33,43,37.2,0.735,-9.5%,-1.17,0.5134
0,12/34/200,20,3.0,3.0,6-17h,101,59.4,1.487,-5.0%,1.11,39,38.5,0.622,-9.7%,-1.47,0.5134
0,5/34/80,10,2.5,4.0,6-17h,143,45.5,1.323,-8.4%,1.54,68,32.4,0.764,-20.7%,-1.78,0.5133
0,5/26/150,20,3.0,3.0,0-23h,192,56.8,1.318,-8.7%,1.56,75,50.7,1.017,-8.8%,0.1,0.5131
0,9/26/200,10,3.0,4.0,6-17h,107,51.4,1.421,-5.5%,1.25,45,37.8,0.801,-10.8%,-0.91,0.5131
0,12/34/200,14,2.5,2.5,7-16h,90,60.0,1.514,-4.9%,1.05,33,33.3,0.503,-12.3%,-1.76,0.5131
0,12/26/200,14,2.0,4.0,7-16h,107,41.1,1.401,-10.7%,1.47,33,21.2,0.531,-14.1%,-1.93,0.5129
0,15/26/150,14,2.0,4.0,7-16h,97,41.2,1.396,-6.8%,1.34,35,25.7,0.681,-12.3%,-1.33,0.5129
0,5/26/80,20,3.0,2.5,6-17h,171,62.0,1.362,-6.5%,1.39,65,52.3,0.906,-11.2%,-0.48,0.5126
0,9/42/200,10,2.5,4.0,0-23h,140,45.7,1.353,-11.1%,1.57,58,36.2,0.894,-11.5%,-0.63,0.5126
0,15/34/150,20,2.0,3.5,7-16h,91,45.1,1.43,-6.8%,1.27,35,25.7,0.602,-12.2%,-1.67,0.5126
0,15/26/150,10,2.0,2.5,7-16h,99,53.5,1.423,-3.9%,1.18,35,40.0,0.826,-6.6%,-0.61,0.5125
0,12/34/150,10,1.5,3.0,6-17h,122,40.2,1.328,-6.8%,1.46,44,25.0,0.662,-14.2%,-1.8,0.5122
0,12/34/200,20,2.5,4.0,0-23h,157,45.2,1.32,-11.5%,1.64,61,36.1,0.886,-14.2%,-0.7,0.512
0,5/34/150,20,3.0,4.0,0-23h,166,49.4,1.318,-7.5%,1.5,68,42.6,0.979,-10.0%,-0.13,0.5119
0,9/26/150,10,3.0,3.5,0-23h,149,53.7,1.354,-7.8%,1.44,65,49.2,1.122,-7.1%,0.67,0.5118
0,5/26/150,14,3.0,2.5,0-23h,215,60.9,1.309,-7.1%,1.5,75,52.0,0.894,-11.2%,-0.62,0.5117
0,12/26/200,10,2.5,4.0,7-16h,98,46.9,1.411,-5.9%,1.26,32,21.9,0.442,-15.4%,-2.18,0.5117
0,12/34/100,14,2.0,2.5,6-17h,136,52.2,1.372,-7.7%,1.4,51,31.4,0.568,-15.7%,-2.37,0.5117
0,15/26/200,14,3.0,4.0,0-23h,139,50.4,1.347,-7.5%,1.44,55,36.4,0.739,-16.4%,-1.39,0.5117
0,5/26/200,20,3.0,2.5,0-23h,212,61.3,1.333,-11.0%,1.59,73,53.4,0.947,-9.4%,-0.3,0.5116
0,9/42/100,14,3.0,4.0,0-23h,151,50.3,1.343,-11.0%,1.57,58,50.0,1.333,-6.2%,1.62,0.5115
0,9/26/150,10,3.0,2.5,7-16h,113,63.7,1.471,-5.0%,1.11,41,51.2,0.867,-6.9%,-0.44,0.5114
0,12/42/150,20,2.0,2.5,6-17h,105,53.3,1.42,-5.6%,1.23,40,35.0,0.668,-9.7%,-1.4,0.5114
0,15/34/200,20,3.0,2.5,6-17h,93,64.5,1.518,-4.1%,0.99,38,39.5,0.537,-10.1%,-1.69,0.5114
0,9/26/150,20,2.0,3.5,6-17h,139,43.2,1.325,-9.0%,1.53,53,34.0,0.89,-8.4%,-0.65,0.5113
0,15/34/150,14,2.0,3.5,7-16h,91,45.1,1.429,-7.3%,1.27,35,22.9,0.516,-14.5%,-2.07,0.5112
0,15/34/200,14,1.5,3.0,7-16h,89,41.6,1.432,-7.7%,1.28,34,26.5,0.714,-9.8%,-1.18,0.5112
0,12/34/80,10,3.0,3.5,0-23h,167,53.3,1.335,-9.9%,1.54,61,50.8,1.197,-10.3%,1.0,0.511
0,5/26/100,20,3.0,2.5,6-17h,167,62.3,1.379,-8.7%,1.41,61,57.4,1.111,-9.4%,0.49,0.5108
0,5/26/200,20,2.5,2.5,7-16h,153,57.5,1.353,-6.0%,1.36,53,39.6,0.659,-15.0%,-1.78,0.5107
0,12/34/150,20,1.5,2.5,7-16h,103,45.6,1.389,-6.2%,1.3,37,35.1,0.895,-8.4%,-0.43,0.5107
0,15/42/100,14,1.5,2.5,6-17h,135,44.4,1.334,-8.1%,1.47,43,32.6,0.793,-7.0%,-0.97,0.5105
0,5/26/200,14,2.5,2.5,7-16h,153,57.5,1.351,-6.0%,1.36,53,39.6,0.659,-15.0%,-1.78,0.5104
0,12/34/200,20,2.5,3.5,0-23h,165,48.5,1.317,-11.2%,1.61,62,38.7,0.87,-11.4%,-0.79,0.5104
0,5/26/100,20,3.0,2.5,0-23h,213,61.0,1.311,-8.1%,1.51,75,54.7,0.996,-10.1%,-0.02,0.5102
0,12/34/200,10,1.5,3.0,6-17h,117,40.2,1.334,-6.0%,1.39,42,23.8,0.621,-15.0%,-1.94,0.5101
