rank,ema,atr_period,sl_mult,tp_mult,hours,tr_trades,tr_wr,tr_pf,tr_dd,tr_monthly,te_trades,te_wr,te_pf,te_dd,te_monthly,score
0,5/26/150,10,2.5,2.5,0-23h,227,58.1,1.414,-6.8%,2.36,83,50.6,1.014,-7.9%,0.1,0.5866
0,12/34/200,20,2.0,3.5,0-23h,178,44.4,1.412,-11.2%,2.49,66,33.3,0.858,-13.2%,-0.98,0.5846
0,5/26/150,20,2.0,3.5,0-23h,241,42.7,1.319,-12.0%,2.69,93,39.8,1.136,-10.1%,1.37,0.5841
0,12/34/200,14,2.0,3.0,6-17h,109,51.4,1.624,-6.8%,1.92,41,29.3,0.619,-12.8%,-1.78,0.584
0,15/34/150,14,2.0,2.5,7-16h,94,57.4,1.69,-3.9%,1.69,36,36.1,0.703,-8.1%,-1.12,0.5838
0,12/34/200,10,2.0,3.5,6-17h,108,47.2,1.596,-7.7%,2.0,39,20.5,0.447,-17.9%,-2.65,0.5835
0,15/26/150,20,2.0,2.5,7-16h,98,57.1,1.664,-3.9%,1.72,35,40.0,0.827,-7.3%,-0.61,0.5824
0,12/34/200,20,2.0,4.0,0-23h,173,41.0,1.41,-13.4%,2.53,65,30.8,0.869,-16.6%,-0.91,0.5816
0,15/42/100,14,1.5,2.5,0-23h,223,44.4,1.32,-11.1%,2.61,79,36.7,0.953,-10.2%,-0.38,0.5809
0,5/26/150,20,2.0,3.0,0-23h,252,46.4,1.305,-9.3%,2.57,96,44.8,1.193,-8.2%,1.89,0.5808
0,15/34/150,14,2.0,2.5,6-17h,108,56.5,1.613,-4.7%,1.81,43,32.6,0.598,-11.5%,-1.85,0.5801
0,15/26/150,14,2.0,2.5,7-16h,100,57.0,1.634,-3.9%,1.74,35,40.0,0.826,-6.6%,-0.61,0.5798
0,9/26/200,14,3.0,3.5,0-23h,149,56.4,1.514,-6.9%,2.07,67,43.3,0.877,-11.9%,-0.74,0.5796
0,5/26/150,14,2.5,2.5,0-23h,233,57.9,1.394,-8.7%,2.36,86,51.2,1.037,-7.8%,0.26,0.5793
0,9/26/200,14,2.5,3.5,0-23h,166,50.6,1.449,-8.6%,2.24,71,42.3,1.013,-11.0%,0.08,0.5784
0,15/42/80,10,3.0,4.0,0-23h,159,52.2,1.427,-5.9%,2.18,63,34.9,0.703,-14.5%,-1.9,0.5781
0,9/26/200,10,3.0,4.0,7-16h,94,55.3,1.681,-5.5%,1.67,40,32.5,0.638,-11.5%,-1.58,0.5772
0,9/26/200,20,3.0,4.0,0-23h,149,52.3,1.478,-6.2%,2.06,63,44.4,1.057,-7.9%,0.32,0.5758
0,15/34/200,14,1.5,2.5,7-16h,89,49.4,1.627,-4.9%,1.73,35,31.4,0.757,-7.9%,-0.96,0.5758
0,12/34/150,10,2.0,2.5,6-17h,117,55.6,1.579,-4.7%,1.8,43,30.2,0.543,-14.5%,-2.18,0.5748
0,15/26/80,20,3.0,4.0,0-23h,151,52.3,1.452,-6.0%,2.08,64,42.2,0.959,-14.4%,-0.24,0.5742
0,12/34/150,14,2.0,3.0,7-16h,101,51.5,1.614,-6.8%,1.78,35,34.3,0.779,-8.8%,-0.85,0.5728
0,9/42/80,10,3.0,4.0,0-23h,146,52.7,1.478,-9.0%,2.11,50,56.0,1.716,-5.9%,2.7,0.5723
0,12/34/200,20,2.0,2.5,0-23h,190,52.6,1.412,-8.2%,2.2,68,39.7,0.812,-9.6%,-1.23,0.5719
0,15/34/150,20,2.0,2.5,7-16h,95,56.8,1.642,-3.9%,1.61,36,33.3,0.624,-10.1%,-1.47,0.5718
0,15/26/100,14,2.5,4.0,0-23h,176,46.6,1.387,-10.8%,2.34,70,35.7,0.873,-13.8%,-0.9,0.5716
0,12/34/200,14,2.0,3.5,6-17h,109,46.8,1.564,-8.9%,1.93,41,22.0,0.487,-17.3%,-2.55,0.5714
0,5/26/100,14,2.5,2.5,0-23h,242,57.4,1.364,-7.8%,2.27,85,49.4,0.968,-10.6%,-0.24,0.5713
0,12/34/150,20,3.0,3.5,6-17h,105,58.1,1.645,-5.9%,1.66,41,36.6,0.668,-9.6%,-1.4,0.5709
0,12/34/150,10,2.0,4.0,7-16h,96,43.8,1.572,-7.0%,1.83,34,26.5,0.713,-9.8%,-1.18,0.5701
0,15/34/150,20,2.0,2.5,6-17h,109,56.0,1.575,-4.7%,1.73,43,30.2,0.539,-13.5%,-2.18,0.5694
0,12/34/100,14,2.5,3.5,0-23h,190,49.5,1.365,-7.9%,2.23,76,39.5,0.899,-12.4%,-0.74,0.5682
0,15/42/100,10,2.0,4.0,0-23h,194,40.2,1.313,-13.3%,2.52,73,30.1,0.846,-16.1%,-1.24,0.5681
0,9/26/150,14,2.5,4.0,0-23h,163,46.6,1.417,-8.6%,2.15,72,40.3,1.067,-11.6%,0.48,0.5678
0,9/42/80,20,3.0,4.0,0-23h,153,52.3,1.444,-9.0%,2.11,61,49.2,1.288,-8.4%,1.5,0.5678
0,9/26/150,10,3.0,4.0,7-16h,99,54.5,1.625,-5.5%,1.64,40,32.5,0.638,-11.5%,-1.58,0.5676
0,12/34/150,10,2.5,3.5,0-23h,163,50.3,1.432,-8.5%,2.11,63,36.5,0.791,-13.1%,-1.32,0.5674
0,12/34/150,14,2.0,4.0,7-16h,99,43.4,1.558,-8.0%,1.83,35,25.7,0.686,-10.7%,-1.33,0.5659
0,5/26/150,20,2.5,3.5,0-23h,206,49.0,1.366,-10.5%,2.28,84,45.2,1.142,-7.9%,1.14,0.5655
0,12/34/150,10,2.0,3.5,7-16h,98,46.9,1.569,-6.1%,1.73,34,26.5,0.626,-11.3%,-1.51,0.565
0,12/34/150,10,2.0,2.5,7-16h,100,56.0,1.604,-3.9%,1.58,35,34.3,0.653,-10.3%,-1.32,0.5646
0,9/42/80,14,3.0,4.0,0-23h,147,52.4,1.459,-9.0%,2.03,57,49.1,1.285,-9.3%,1.38,0.5642
0,12/34/200,20,3.0,3.5,6-17h,100,58.0,1.647,-5.9%,1.56,39,35.9,0.648,-9.7%,-1.42,0.5642
0,12/34/150,14,2.5,3.5,0-23h,167,50.3,1.422,-10.7%,2.16,65,36.9,0.805,-12.7%,-1.26,0.5641
0,5/26/200,20,2.0,4.0,7-16h,148,41.2,1.404,-9.8%,2.16,54,25.9,0.709,-20.7%,-1.96,0.564
0,12/34/200,14,2.0,4.0,7-16h,94,43.6,1.576,-7.8%,1.76,34,23.5,0.609,-12.4%,-1.63,0.564
0,5/26/150,20,3.0,4.0,0-23h,178,51.1,1.408,-9.7%,2.14,71,39.4,0.857,-12.5%,-0.99,0.5633
0,9/26/80,14,2.5,4.0,0-23h,171,46.2,1.355,-6.6%,2.13,81,40.7,1.086,-12.0%,0.71,0.5633
0,5/26/200,20,2.0,2.5,0-23h,269,50.9,1.303,-13.9%,2.49,92,45.7,1.037,-8.1%,0.32,0.5632
0,12/34/200,20,2.0,3.0,6-17h,109,50.5,1.562,-6.8%,1.74,41,26.8,0.547,-14.6%,-2.15,0.5631
0,15/26/80,10,2.5,3.5,0-23h,193,49.2,1.346,-7.6%,2.18,73,42.5,1.022,-12.7%,0.15,0.5631
0,5/26/80,10,2.5,3.5,0-23h,204,49.0,1.342,-9.4%,2.25,82,39.0,0.89,-16.9%,-0.93,0.563
0,15/34/150,20,2.0,2.5,0-23h,187,52.4,1.366,-5.9%,2.08,67,41.8,0.884,-9.2%,-0.72,0.563
0,15/34/150,20,2.0,3.5,0-23h,176,43.8,1.343,-9.2%,2.22,65,36.9,1.011,-12.8%,0.07,0.5616
0,5/26/100,10,2.5,2.5,0-23h,234,57.3,1.355,-7.0%,2.12,80,48.8,0.943,-11.5%,-0.4,0.5615
0,5/26/150,10,2.5,3.0,0-23h,208,52.9,1.37,-7.8%,2.12,81,44.4,0.95,-10.4%,-0.38,0.5614
0,12/34/150,20,2.0,3.0,7-16h,100,51.0,1.585,-6.8%,1.67,35,31.4,0.685,-9.3%,-1.24,0.5613
0,15/26/150,14,1.5,2.5,7-16h,102,48.0,1.505,-4.9%,1.75,36,33.3,0.825,-8.1%,-0.7,0.5609
0,12/34/200,14,2.5,4.0,0-23h,151,47.0,1.431,-10.3%,2.08,58,34.5,0.826,-13.6%,-1.04,0.5606
0,12/34/200,10,2.5,3.5,0-23h,157,50.3,1.427,-8.5%,2.02,60,36.7,0.795,-13.4%,-1.22,0.5604
0,15/26/150,20,2.0,2.5,6-17h,118,55.1,1.535,-6.1%,1.73,41,34.1,0.644,-9.9%,-1.55,0.5604
0,9/26/150,14,3.0,4.0,0-23h,146,52.1,1.457,-7.7%,1.93,68,41.2,0.919,-13.6%,-0.51,0.5601
0,9/26/200,10,2.5,4.0,0-23h,157,46.5,1.406,-7.7%,2.02,70,40.0,1.054,-9.8%,0.38,0.5595
0,9/26/200,10,2.5,3.5,0-23h,162,50.0,1.415,-7.7%,2.0,72,43.1,1.047,-11.0%,0.32,0.5593
0,12/34/150,20,3.0,4.0,0-23h,144,52.1,1.474,-8.4%,1.91,57,43.9,1.031,-8.5%,0.16,0.5593
0,12/34/80,10,2.5,4.0,0-23h,184,45.7,1.338,-7.0%,2.12,73,37.0,0.925,-13.4%,-0.55,0.5592
0,12/34/200,10,2.0,4.0,7-16h,92,43.5,1.557,-6.8%,1.69,33,24.2,0.634,-11.5%,-1.48,0.5588
0,9/26/80,14,2.5,3.5,0-23h,182,49.5,1.341,-7.2%,2.11,83,41.0,0.96,-13.1%,-0.33,0.5584
0,5/26/200,20,2.0,2.5,7-16h,160,53.1,1.413,-6.5%,1.93,54,37.0,0.738,-14.8%,-1.49,0.5574
0,12/34/150,10,2.0,3.0,6-17h,114,50.0,1.511,-6.3%,1.74,42,26.2,0.532,-15.8%,-2.29,0.5574
0,5/26/150,20,2.5,3.0,0-23h,217,52.5,1.342,-7.6%,2.1,87,50.6,1.211,-7.2%,1.62,0.5569
0,5/26/200,20,2.0,3.0,7-16h,151,48.3,1.399,-5.9%,1.93,54,35.2,0.814,-14.2%,-1.11,0.5569
0,15/26/150,14,1.5,2.5,6-17h,124,46.8,1.437,-6.6%,1.88,42,28.6,0.66,-11.5%,-1.64,0.5568
0,12/34/100,10,2.5,3.5,0-23h,185,49.2,1.354,-7.2%,2.06,73,39.7,0.909,-12.7%,-0.64,0.5567
0,9/42/80,14,2.5,3.5,0-23h,190,48.9,1.335,-6.1%,2.05,73,45.2,1.143,-8.3%,0.98,0.5563
0,12/34/200,14,2.0,3.0,7-16h,94,51.1,1.599,-6.8%,1.57,34,32.4,0.715,-9.7%,-1.09,0.5561
0,9/26/150,14,2.5,3.5,0-23h,169,49.7,1.397,-8.6%,2.01,74,41.9,0.997,-12.7%,-0.02,0.5553
0,5/26/150,10,2.5,4.0,0-23h,186,45.7,1.363,-11.5%,2.17,78,37.2,0.935,-9.9%,-0.53,0.555
0,12/34/150,14,3.0,3.5,0-23h,148,55.4,1.469,-7.3%,1.82,57,42.1,0.834,-11.9%,-0.87,0.555
0,12/26/200,10,3.0,4.0,7-16h,92,54.3,1.608,-5.5%,1.48,32,21.9,0.368,-16.3%,-2.45,0.5541
0,15/34/150,20,3.0,3.5,6-17h,93,58.1,1.614,-4.9%,1.44,40,35.0,0.62,-9.4%,-1.57,0.5538
0,5/26/100,20,2.5,3.5,0-23h,215,48.4,1.317,-8.9%,2.14,85,42.4,1.016,-8.7%,0.13,0.5532
0,5/26/150,14,2.5,4.0,0-23h,193,45.6,1.352,-13.3%,2.23,80,38.8,0.999,-9.4%,-0.01,0.5531
0,12/26/150,20,3.0,4.0,0-23h,151,51.7,1.423,-8.2%,1.91,60,38.3,0.812,-14.4%,-1.09,0.5531
0,15/26/200,14,1.5,2.5,7-16h,96,47.9,1.519,-4.9%,1.61,36,30.6,0.727,-10.3%,-1.12,0.553
0,12/34/150,10,3.0,3.5,0-23h,146,55.5,1.474,-8.2%,1.81,54,46.3,0.995,-7.2%,-0.02,0.5527
0,12/26/200,14,3.0,4.0,0-23h,144,52.1,1.449,-9.9%,1.91,60,36.7,0.755,-14.7%,-1.44,0.5522
0,12/34/100,10,2.5,4.0,0-23h,177,45.8,1.347,-9.0%,2.07,71,38.0,0.968,-12.6%,-0.23,0.552
0,15/26/80,14,3.0,4.0,0-23h,153,51.6,1.416,-8.8%,1.93,63,42.9,0.988,-14.4%,-0.07,0.5519
0,9/26/200,20,2.5,4.0,0-23h,167,46.1,1.388,-10.4%,2.04,70,41.4,1.122,-9.8%,0.83,0.5518
0,5/26/150,20,2.5,2.5,0-23h,233,57.1,1.35,-8.7%,2.05,87,51.7,1.06,-7.8%,0.43,0.5517
0,12/34/80,14,2.5,3.5,0-23h,197,48.7,1.322,-7.6%,2.06,80,38.8,0.874,-13.1%,-1.0,0.5515
0,5/26/100,20,2.5,2.5,0-23h,243,56.8,1.332,-7.8%,2.04,89,51.7,1.058,-9.7%,0.43,0.5509
0,12/34/150,20,2.0,4.0,7-16h,98,42.9,1.517,-8.0%,1.69,35,25.7,0.686,-10.7%,-1.33,0.5506
0,12/50/150,20,2.0,4.0,0-23h,168,40.5,1.334,-13.4%,2.22,64,31.2,0.891,-14.1%,-0.75,0.5499
0,15/26/150,14,2.0,2.5,6-17h,121,54.5,1.482,-5.9%,1.67,41,34.1,0.642,-9.9%,-1.55,0.5499
0,12/34/150,14,3.0,4.0,0-23h,141,51.8,1.463,-8.4%,1.79,55,40.0,0.873,-12.9%,-0.66,0.5495
0,5/26/200,10,2.0,3.5,7-16h,150,44.0,1.377,-7.5%,1.92,54,29.6,0.743,-19.1%,-1.65,0.5493
0,15/34/150,10,2.0,4.0,6-17h,101,42.6,1.469,-5.9%,1.68,42,19.0,0.466,-18.4%,-2.8,0.5487
0,9/26/200,20,3.0,3.5,0-23h,161,54.7,1.411,-6.9%,1.82,65,49.2,1.124,-6.8%,0.67,0.5484
0,12/34/200,20,2.0,4.0,7-16h,93,43.0,1.532,-7.8%,1.62,34,23.5,0.609,-12.4%,-1.63,0.5483
0,5/50/80,10,3.0,3.5,0-23h,167,55.1,1.42,-12.9%,2.01,60,55.0,1.435,-4.8%,1.97,0.5479
0,5/26/200,10,2.5,3.5,7-16h,139,50.4,1.425,-6.2%,1.76,53,30.2,0.617,-20.3%,-2.32,0.5478
0,5/26/100,10,2.5,3.5,0-23h,204,48.5,1.32,-9.6%,2.07,78,38.5,0.868,-14.9%,-1.06,0.5469
0,12/34/200,10,2.0,3.0,6-17h,108,50.0,1.516,-7.7%,1.63,40,25.0,0.499,-16.2%,-2.36,0.5469
0,5/26/150,20,3.0,2.5,0-23h,212,62.3,1.387,-7.1%,1.85,75,52.0,0.894,-11.2%,-0.62,0.5466
0,9/26/150,14,3.0,3.5,0-23h,149,55.0,1.432,-6.9%,1.75,69,42.0,0.831,-14.6%,-1.06,0.5463
0,15/34/150,10,2.0,3.0,6-17h,106,50.0,1.483,-5.5%,1.6,42,21.4,0.405,-18.7%,-2.99,0.546
0,9/26/80,10,2.5,3.5,0-23h,175,49.1,1.334,-6.7%,1.92,81,40.7,0.952,-14.3%,-0.39,0.5454
0,9/42/150,20,3.0,4.0,0-23h,141,51.8,1.445,-9.0%,1.79,51,45.1,1.086,-9.4%,0.39,0.5454
0,12/34/150,20,2.0,3.5,7-16h,100,46.0,1.513,-7.0%,1.59,35,28.6,0.695,-9.7%,-1.25,0.5454
0,12/34/150,20,2.5,4.0,0-23h,165,46.1,1.375,-11.3%,2.0,66,34.8,0.839,-14.6%,-1.08,0.5451
0,5/26/100,14,2.5,3.5,0-23h,211,48.3,1.31,-10.3%,2.08,82,37.8,0.843,-14.2%,-1.31,0.5446
0,12/34/200,20,2.0,3.0,7-16h,93,50.5,1.567,-6.8%,1.46,34,29.4,0.623,-10.6%,-1.47,0.5442
0,5/26/100,10,2.5,3.0,0-23h,215,52.1,1.316,-6.3%,1.92,79,44.3,0.946,-13.5%,-0.41,0.544
0,15/34/150,14,1.5,2.5,7-16h,97,47.4,1.506,-5.9%,1.54,36,33.3,0.825,-6.5%,-0.7,0.544
0,9/26/200,10,3.0,3.5,0-23h,149,55.0,1.431,-7.8%,1.75,64,45.3,0.955,-11.0%,-0.25,0.5438
0,12/26/200,20,3.0,4.0,7-16h,91,53.8,1.566,-4.9%,1.39,29,20.7,0.345,-15.7%,-2.35,0.5438
0,12/34/200,14,1.5,2.5,7-16h,97,47.4,1.493,-5.2%,1.54,35,31.4,0.76,-9.4%,-0.96,0.5438
0,15/26/80,10,2.5,4.0,0-23h,185,45.4,1.32,-10.3%,2.05,68,39.7,1.042,-12.0%,0.28,0.5438
0,15/26/80,10,3.0,4.0,0-23h,150,51.3,1.398,-7.8%,1.81,55,47.3,1.195,-10.9%,0.91,0.5435
0,12/34/200,20,3.0,4.0,6-17h,95,53.7,1.571,-6.8%,1.44,38,31.6,0.61,-11.2%,-1.62,0.5433
0,5/26/200,10,2.5,4.0,7-16h,137,46.7,1.401,-7.3%,1.78,53,28.3,0.64,-18.9%,-2.24,0.5432
0,12/34/200,20,2.0,3.5,7-16h,93,46.2,1.538,-7.0%,1.51,34,26.5,0.625,-11.3%,-1.51,0.5431
0,12/50/200,20,2.0,4.0,0-23h,152,40.8,1.363,-14.1%,2.09,59,30.5,0.86,-14.1%,-0.9,0.5429
0,12/34/100,10,3.0,3.5,0-23h,161,54.7,1.414,-9.3%,1.82,60,50.0,1.16,-8.5%,0.79,0.5427
0,12/34/200,10,2.0,2.5,7-16h,94,55.3,1.568,-4.9%,1.37,34,32.4,0.599,-11.5%,-1.51,0.5427
0,12/34/150,10,2.5,4.0,0-23h,156,46.2,1.389,-10.3%,1.9,61,34.4,0.825,-13.1%,-1.11,0.5424
0,15/34/150,10,2.0,2.5,6-17h,108,54.6,1.507,-5.2%,1.49,43,32.6,0.598,-11.5%,-1.85,0.5423
0,12/34/80,10,2.5,3.5,0-23h,192,48.4,1.312,-6.3%,1.9,76,39.5,0.901,-13.9%,-0.74,0.5422
0,12/34/200,10,2.0,3.5,7-16h,93,46.2,1.526,-6.8%,1.51,33,24.2,0.556,-12.8%,-1.78,0.5422
0,5/26/80,20,2.5,3.5,0-23h,216,48.1,1.302,-10.3%,2.06,89,42.7,1.029,-10.9%,0.26,0.5421
0,5/26/200,20,2.5,4.0,7-16h,141,46.8,1.409,-10.8%,1.87,53,28.3,0.64,-18.9%,-2.24,0.5418
0,15/34/150,20,2.0,3.5,6-17h,105,45.7,1.462,-6.8%,1.62,42,23.8,0.54,-15.0%,-2.3,0.5414
0,9/26/200,10,3.0,4.0,0-23h,144,51.4,1.412,-7.5%,1.74,63,41.3,0.924,-9.7%,-0.45,0.5413
0,15/26/80,14,2.5,3.5,0-23h,193,48.7,1.318,-9.8%,2.0,77,40.3,0.93,-12.7%,-0.51,0.5413
0,5/26/150,14,2.5,3.0,0-23h,215,52.1,1.317,-7.6%,1.92,84,48.8,1.13,-7.2%,0.98,0.541
0,5/26/200,20,2.0,3.0,6-17h,179,46.9,1.335,-7.5%,1.88,64,35.9,0.837,-15.5%,-1.12,0.5409
0,5/26/100,20,3.0,4.0,0-23h,181,50.3,1.354,-9.7%,1.92,70,37.1,0.782,-14.7%,-1.56,0.5407
0,5/26/200,20,2.5,3.0,7-16h,144,54.2,1.413,-5.9%,1.67,53,37.7,0.729,-14.5%,-1.48,0.5407
0,12/34/150,20,2.0,3.0,0-23h,195,46.7,1.323,-9.8%,1.98,72,36.1,0.833,-12.0%,-1.21,0.5406
0,15/34/150,14,2.0,3.5,6-17h,105,45.7,1.462,-7.3%,1.62,42,21.4,0.472,-17.3%,-2.69,0.5401
0,15/34/200,14,2.0,2.5,7-16h,86,55.8,1.58,-4.9%,1.31,35,34.3,0.649,-9.2%,-1.32,0.5401
0,15/34/150,10,2.0,3.0,7-16h,91,50.5,1.522,-5.4%,1.43,35,22.9,0.444,-15.8%,-2.36,0.5395
0,12/26/200,10,3.0,4.0,0-23h,139,51.8,1.429,-10.3%,1.77,59,37.3,0.776,-13.8%,-1.29,0.5388
0,12/34/200,20,3.0,2.5,7-16h,89,66.3,1.668,-5.1%,1.13,34,44.1,0.657,-7.8%,-1.07,0.5387
0,12/34/200,14,2.5,3.5,0-23h,159,49.7,1.382,-10.7%,1.87,61,37.7,0.832,-12.7%,-1.01,0.5385
0,15/26/150,20,2.0,4.0,6-17h,113,41.6,1.43,-7.9%,1.68,41,22.0,0.551,-15.8%,-2.23,0.5385
0,15/42/80,14,3.0,4.0,0-23h,160,50.6,1.35,-5.9%,1.76,63,34.9,0.701,-14.5%,-1.9,0.5385
0,15/34/150,14,2.0,4.0,6-17h,102,42.2,1.445,-6.9%,1.61,42,19.0,0.466,-18.4%,-2.8,0.5382
0,15/26/100,10,2.5,3.5,0-23h,180,48.9,1.329,-8.9%,1.9,69,40.6,0.943,-11.8%,-0.38,0.538
0,9/26/150,20,3.0,4.0,0-23h,151,51.0,1.397,-8.1%,1.74,65,43.1,0.997,-10.9%,-0.02,0.5379
0,15/34/150,10,2.0,3.5,6-17h,103,45.6,1.453,-6.4%,1.57,42,21.4,0.472,-17.3%,-2.69,0.5377
0,15/34/200,10,1.5,3.0,7-16h,89,42.7,1.488,-5.9%,1.48,34,20.6,0.515,-15.0%,-2.07,0.5372
0,9/26/150,10,2.5,3.5,0-23h,165,49.1,1.363,-7.7%,1.78,75,42.7,1.03,-12.7%,0.21,0.537
0,12/34/100,14,3.0,3.5,0-23h,164,54.3,1.386,-8.4%,1.76,65,46.2,0.989,-10.9%,-0.06,0.5369
0,5/26/150,20,2.5,4.0,0-23h,198,44.9,1.318,-12.8%,2.04,82,40.2,1.064,-8.0%,0.53,0.5365
0,5/26/200,20,2.0,3.5,7-16h,149,43.6,1.354,-7.7%,1.79,54,29.6,0.741,-16.9%,-1.65,0.5365
0,15/26/200,20,2.0,2.5,7-16h,92,55.4,1.563,-6.6%,1.35,35,37.1,0.735,-8.3%,-0.97,0.5364
0,12/26/200,20,3.0,3.5,7-16h,93,57.0,1.555,-4.9%,1.3,30,26.7,0.42,-13.3%,-2.01,0.5361
0,12/34/150,20,2.5,2.5,7-16h,97,60.8,1.569,-4.0%,1.24,35,40.0,0.668,-9.6%,-1.16,0.5361
0,5/26/200,10,2.5,2.5,0-23h,229,56.8,1.329,-9.7%,1.9,80,51.2,1.04,-7.8%,0.27,0.5359
