rank,ema,atr_period,sl_mult,tp_mult,hours,tr_trades,tr_wr,tr_pf,tr_dd,tr_monthly,te_trades,te_wr,te_pf,te_dd,te_monthly,score
0,5/26/200,20,1.5,3.0,7-16h,150,41.3,1.364,-8.7%,2.24,58,29.3,0.821,-18.3%,-1.21,0.5668
0,5/50/200,20,1.5,2.5,6-17h,142,46.5,1.396,-6.9%,2.11,48,31.2,0.752,-11.6%,-1.34,0.5667
0,5/50/150,20,1.5,2.5,7-16h,134,47.0,1.419,-8.5%,2.12,46,34.8,0.878,-9.7%,-0.61,0.5664
0,5/42/80,14,2.5,3.0,6-17h,159,54.7,1.43,-6.3%,2.02,59,39.0,0.76,-10.0%,-1.4,0.5662
0,5/50/80,14,2.0,4.0,7-16h,147,41.5,1.376,-9.6%,2.24,56,32.1,0.932,-9.8%,-0.42,0.5662
0,5/42/100,20,2.5,3.5,7-16h,123,52.0,1.474,-5.1%,1.89,49,44.9,1.128,-6.1%,0.59,0.566
0,5/50/200,10,2.0,4.0,7-16h,109,43.1,1.463,-6.8%,1.97,42,35.7,1.095,-6.9%,0.43,0.5659
0,9/42/200,14,2.0,3.5,7-16h,88,48.9,1.577,-10.1%,1.87,35,42.9,1.289,-4.9%,1.02,0.5658
0,5/42/200,20,2.5,3.0,7-16h,111,56.8,1.55,-3.8%,1.69,42,47.6,1.079,-3.9%,0.29,0.5654
0,5/34/80,10,2.0,3.0,7-16h,146,49.3,1.409,-8.4%,2.12,54,40.7,1.019,-9.3%,0.1,0.5652
0,5/50/80,14,2.5,3.0,6-17h,165,54.5,1.433,-8.1%,2.06,58,39.7,0.778,-9.6%,-1.24,0.5649
0,5/34/80,10,2.0,3.0,6-17h,169,48.5,1.368,-10.3%,2.26,63,38.1,0.911,-12.3%,-0.57,0.5648
0,5/42/150,20,2.5,3.0,7-16h,113,56.6,1.54,-3.8%,1.7,44,50.0,1.188,-3.9%,0.7,0.5648
0,5/50/200,20,2.5,3.5,7-16h,108,52.8,1.521,-4.8%,1.77,39,41.0,0.962,-8.7%,-0.14,0.5648
0,12/26/80,14,2.0,4.0,6-17h,144,41.7,1.413,-12.3%,2.24,54,35.2,1.071,-11.5%,0.41,0.5644
0,5/50/150,14,2.0,3.0,6-17h,140,49.3,1.42,-6.4%,2.01,51,41.2,1.037,-8.2%,0.19,0.5641
0,5/50/100,20,2.0,3.5,6-17h,158,44.3,1.359,-6.9%,2.14,58,36.2,0.98,-7.8%,-0.13,0.5638
0,5/42/100,20,2.0,4.0,6-17h,154,40.9,1.347,-6.9%,2.16,62,35.5,1.085,-7.8%,0.57,0.5637
0,5/42/100,20,2.0,3.0,6-17h,166,48.2,1.388,-7.8%,2.11,63,39.7,0.975,-6.8%,-0.16,0.5634
0,5/50/200,14,2.5,3.5,6-17h,117,52.1,1.494,-4.8%,1.8,44,45.5,1.153,-5.3%,0.63,0.5633
0,5/50/100,14,2.0,3.5,7-16h,136,45.6,1.404,-9.8%,2.15,51,39.2,1.112,-8.6%,0.6,0.5632
0,5/26/80,20,1.5,2.5,7-16h,175,45.1,1.341,-8.4%,2.22,78,29.5,0.694,-20.1%,-2.65,0.5631
0,5/50/80,14,2.5,3.0,7-16h,147,55.1,1.456,-6.4%,1.93,53,35.8,0.66,-12.9%,-1.81,0.5631
0,5/42/100,14,2.5,2.5,6-17h,152,59.9,1.481,-6.0%,1.86,57,42.1,0.724,-11.5%,-1.48,0.5628
0,5/50/80,20,2.0,4.0,6-17h,174,40.2,1.328,-7.9%,2.22,64,35.9,1.109,-10.5%,0.74,0.5628
0,5/42/80,10,2.5,3.0,6-17h,157,54.8,1.43,-7.3%,2.0,57,40.4,0.8,-9.9%,-1.09,0.5625
0,5/50/100,20,2.5,3.5,6-17h,141,51.1,1.42,-5.9%,1.97,51,43.1,1.049,-6.4%,0.24,0.5624
0,5/50/200,20,2.0,3.5,6-17h,130,45.4,1.425,-6.8%,1.99,47,38.3,1.072,-7.6%,0.35,0.5623
0,5/50/100,20,2.5,2.5,7-16h,137,60.6,1.495,-5.0%,1.79,46,45.7,0.831,-8.7%,-0.69,0.5622
0,5/42/100,10,2.5,3.5,7-16h,119,52.1,1.482,-5.5%,1.83,48,45.8,1.173,-6.1%,0.76,0.562
0,5/50/100,14,1.5,3.0,7-16h,159,40.9,1.333,-8.8%,2.23,52,28.8,0.801,-11.6%,-1.2,0.5619
0,5/50/200,10,1.5,2.5,7-16h,128,46.9,1.425,-6.5%,1.97,43,32.6,0.796,-12.1%,-0.97,0.5616
0,5/34/100,20,1.5,2.5,7-16h,159,45.9,1.351,-9.9%,2.23,56,32.1,0.779,-15.3%,-1.35,0.5614
0,12/26/80,20,1.5,3.0,6-17h,159,40.9,1.38,-11.5%,2.23,60,36.7,1.14,-7.9%,0.92,0.5614
0,5/50/100,20,2.0,3.0,6-17h,164,48.2,1.388,-7.8%,2.08,58,39.7,0.974,-7.8%,-0.15,0.5612
0,5/26/150,10,1.5,3.0,6-17h,186,40.3,1.312,-14.1%,2.44,77,31.2,0.893,-19.2%,-0.93,0.5606
0,5/50/150,20,3.0,4.0,6-17h,113,54.0,1.506,-6.5%,1.8,41,48.8,1.259,-6.5%,0.92,0.5606
0,9/42/100,10,2.0,3.5,7-16h,109,46.8,1.475,-8.5%,1.93,43,41.9,1.234,-7.7%,1.05,0.5606
0,5/42/100,14,1.5,3.0,7-16h,154,40.9,1.345,-8.0%,2.16,56,33.9,1.011,-8.6%,0.07,0.5605
0,5/34/80,10,2.0,3.5,6-17h,162,44.4,1.34,-10.3%,2.25,63,36.5,0.993,-11.8%,-0.05,0.5604
0,5/34/80,14,2.0,3.0,6-17h,172,48.3,1.356,-10.3%,2.22,68,35.3,0.809,-14.1%,-1.36,0.5604
0,12/26/80,20,1.5,3.0,7-16h,132,41.7,1.426,-8.7%,2.03,53,37.7,1.19,-6.8%,1.11,0.5604
0,5/50/100,20,2.0,2.5,7-16h,147,53.7,1.421,-4.9%,1.9,51,41.2,0.866,-7.9%,-0.66,0.5602
0,5/42/200,14,1.5,2.5,7-16h,126,46.8,1.43,-6.2%,1.93,49,36.7,0.956,-8.7%,-0.23,0.5601
0,5/50/200,20,2.5,2.5,6-17h,123,61.0,1.533,-4.0%,1.65,44,43.2,0.751,-9.6%,-1.01,0.5599
0,5/42/150,14,2.0,4.0,6-17h,135,41.5,1.372,-5.9%,2.02,54,33.3,0.985,-8.6%,-0.09,0.5597
0,9/34/80,14,2.0,3.0,7-16h,134,49.3,1.439,-6.3%,1.91,53,35.8,0.831,-9.4%,-0.95,0.5597
0,5/50/100,14,2.0,2.5,6-17h,164,53.0,1.391,-5.2%,1.96,58,41.4,0.874,-8.6%,-0.71,0.5596
0,5/50/100,10,2.0,2.5,6-17h,166,53.0,1.387,-5.6%,1.98,59,40.7,0.85,-8.6%,-0.87,0.5595
0,5/42/150,10,2.0,3.5,7-16h,115,46.1,1.44,-6.1%,1.89,50,40.0,1.15,-8.6%,0.78,0.559
0,9/42/200,10,3.0,3.5,7-16h,80,60.0,1.685,-6.9%,1.45,29,51.7,1.235,-4.9%,0.56,0.559
0,5/50/100,10,2.5,3.0,7-16h,129,55.8,1.487,-6.4%,1.81,45,46.7,1.039,-7.4%,0.16,0.5589
0,5/42/100,10,3.0,2.5,7-16h,122,66.4,1.605,-7.4%,1.62,46,54.3,0.983,-7.0%,-0.06,0.5588
0,5/50/150,10,2.0,3.5,7-16h,119,46.2,1.437,-8.9%,1.99,46,41.3,1.214,-7.7%,1.0,0.5587
0,5/42/200,14,2.0,4.0,7-16h,107,43.0,1.445,-6.8%,1.9,46,37.0,1.156,-7.7%,0.77,0.5586
0,9/26/150,14,2.0,3.5,6-17h,143,44.8,1.376,-6.9%,2.03,56,42.9,1.29,-7.7%,1.66,0.5584
0,5/50/100,20,1.5,2.5,7-16h,159,45.9,1.351,-11.3%,2.23,52,32.7,0.802,-11.0%,-1.14,0.558
0,9/26/100,14,2.0,3.5,6-17h,156,44.2,1.347,-6.9%,2.08,58,41.4,1.212,-7.7%,1.29,0.558
0,5/50/150,14,1.5,3.0,6-17h,152,40.8,1.339,-6.8%,2.09,52,28.8,0.799,-12.5%,-1.2,0.5579
0,9/42/80,20,1.5,3.0,7-16h,139,41.7,1.367,-10.6%,2.17,55,34.5,1.039,-7.8%,0.24,0.5577
0,9/42/200,20,2.0,3.5,6-17h,102,47.1,1.49,-7.9%,1.84,38,39.5,1.127,-7.7%,0.49,0.5577
0,9/26/150,20,2.0,3.5,7-16h,117,46.2,1.46,-9.2%,1.94,52,42.3,1.269,-5.9%,1.39,0.5576
0,5/50/80,20,2.0,3.0,7-16h,162,48.1,1.389,-8.3%,2.04,60,38.3,0.92,-7.5%,-0.48,0.5573
0,5/50/200,20,2.0,2.5,6-17h,135,54.1,1.446,-4.5%,1.79,47,42.6,0.915,-8.3%,-0.38,0.557
0,9/42/200,10,2.0,3.5,7-16h,89,48.3,1.552,-10.1%,1.79,36,41.7,1.228,-5.9%,0.84,0.5569
0,5/42/100,14,2.0,4.0,7-16h,125,42.4,1.407,-11.4%,2.11,54,35.2,1.069,-8.6%,0.41,0.5568
0,9/42/100,10,2.0,3.0,7-16h,110,50.9,1.5,-9.2%,1.85,45,44.4,1.179,-5.9%,0.79,0.5566
0,5/42/100,14,2.5,3.5,6-17h,142,50.7,1.41,-5.6%,1.89,54,40.7,0.951,-4.9%,-0.26,0.5564
0,5/42/100,20,2.0,2.5,7-16h,141,53.9,1.433,-5.4%,1.84,56,42.9,0.929,-8.5%,-0.39,0.5564
0,5/50/200,20,2.0,2.5,7-16h,120,55.0,1.485,-5.6%,1.75,42,42.9,0.927,-7.6%,-0.29,0.5564
0,5/50/150,10,2.5,3.5,6-17h,124,51.6,1.449,-5.5%,1.81,44,50.0,1.391,-6.7%,1.48,0.5562
0,9/42/200,10,3.0,3.0,7-16h,81,64.2,1.713,-7.8%,1.39,32,50.0,0.99,-5.0%,-0.03,0.5562
0,12/26/80,10,2.0,4.0,6-17h,142,41.5,1.405,-13.2%,2.17,53,34.0,1.014,-11.5%,0.08,0.5562
0,5/50/200,10,1.5,3.0,6-17h,144,41.0,1.364,-6.9%,2.02,48,29.2,0.812,-11.6%,-1.04,0.5561
0,5/50/150,20,2.5,3.5,7-16h,113,52.2,1.479,-5.5%,1.75,41,46.3,1.198,-6.7%,0.73,0.556
0,5/50/80,20,2.0,2.5,6-17h,188,52.1,1.362,-6.6%,2.01,67,38.8,0.781,-11.1%,-1.42,0.5558
0,5/42/100,20,2.0,4.0,7-16h,129,41.9,1.39,-8.7%,2.03,55,38.2,1.217,-6.8%,1.28,0.5556
0,5/50/150,10,2.0,4.0,7-16h,115,42.6,1.426,-8.7%,1.96,45,37.8,1.199,-7.7%,0.95,0.5556
0,5/42/100,20,2.5,3.5,6-17h,144,50.7,1.405,-6.5%,1.92,54,40.7,0.951,-7.9%,-0.26,0.5555
0,5/50/200,10,1.5,3.0,7-16h,127,41.7,1.395,-6.9%,1.95,43,30.2,0.854,-10.7%,-0.72,0.5554
0,5/42/100,10,2.0,3.5,7-16h,129,45.7,1.413,-11.0%,2.06,55,38.2,1.065,-8.6%,0.38,0.5552
0,5/50/100,10,3.0,3.0,7-16h,117,61.5,1.564,-7.8%,1.65,41,51.2,1.04,-6.9%,0.13,0.5547
0,5/50/150,10,2.5,4.0,6-17h,118,48.3,1.449,-7.2%,1.85,43,46.5,1.386,-7.0%,1.5,0.5547
0,9/26/150,20,2.0,4.0,6-17h,140,41.4,1.382,-10.5%,2.09,55,41.8,1.425,-7.7%,2.39,0.5543
0,5/42/200,10,2.0,3.0,6-17h,135,48.9,1.404,-4.5%,1.83,52,40.4,1.003,-7.7%,0.02,0.5541
0,5/26/200,20,1.5,2.5,7-16h,153,45.8,1.368,-9.6%,2.08,58,32.8,0.804,-15.5%,-1.25,0.554
0,5/42/100,20,1.5,3.0,7-16h,152,40.8,1.333,-8.0%,2.09,56,33.9,1.011,-8.6%,0.07,0.554
0,5/42/100,14,2.0,3.5,7-16h,127,45.7,1.412,-10.1%,2.01,55,38.2,1.065,-8.6%,0.38,0.5538
0,5/42/150,10,2.0,3.5,6-17h,139,44.6,1.369,-5.2%,1.92,55,36.4,0.986,-8.6%,-0.08,0.5538
0,5/50/80,10,2.5,3.0,6-17h,165,53.9,1.395,-6.1%,1.9,56,42.9,0.887,-9.5%,-0.58,0.5538
0,5/42/100,10,1.5,3.0,7-16h,155,40.6,1.336,-8.0%,2.08,56,35.7,1.093,-8.6%,0.58,0.5537
0,9/42/200,14,2.0,4.0,7-16h,88,44.3,1.518,-8.8%,1.76,34,38.2,1.218,-4.9%,0.79,0.5536
0,9/42/200,20,2.0,4.0,7-16h,88,44.3,1.518,-8.8%,1.76,35,37.1,1.164,-6.8%,0.62,0.5536
0,9/42/80,10,3.0,3.0,7-16h,112,61.6,1.557,-6.0%,1.58,38,50.0,0.99,-6.8%,-0.03,0.5533
0,5/26/80,10,1.5,3.0,7-16h,174,40.2,1.307,-10.6%,2.22,78,26.9,0.733,-21.7%,-2.43,0.5532
0,5/26/80,14,1.5,3.0,7-16h,174,40.2,1.307,-10.6%,2.22,78,26.9,0.733,-21.7%,-2.43,0.5532
0,5/26/200,10,1.5,3.0,7-16h,152,40.8,1.339,-8.7%,2.09,58,29.3,0.821,-18.3%,-1.21,0.553
0,9/26/80,20,2.0,3.5,7-16h,133,45.1,1.397,-8.5%,1.97,59,42.4,1.264,-3.8%,1.61,0.553
0,5/50/80,10,3.0,3.0,7-16h,134,60.4,1.514,-7.7%,1.72,45,44.4,0.789,-10.6%,-0.85,0.5529
0,5/50/100,14,2.0,2.5,7-16h,143,53.8,1.419,-6.8%,1.86,51,41.2,0.867,-8.6%,-0.66,0.5524
0,9/42/150,14,2.0,4.0,6-17h,110,42.7,1.436,-8.6%,1.89,40,37.5,1.183,-6.8%,0.78,0.5521
0,12/26/80,14,1.5,3.0,6-17h,161,40.4,1.355,-9.7%,2.08,63,33.3,0.985,-8.8%,-0.1,0.552
0,9/26/80,20,2.0,4.0,7-16h,131,42.0,1.408,-13.2%,2.1,57,42.1,1.426,-3.0%,2.58,0.5519
0,9/26/150,20,2.0,4.0,7-16h,115,42.6,1.448,-11.4%,1.96,51,43.1,1.501,-5.9%,2.59,0.5518
0,5/50/100,10,3.0,2.5,7-16h,121,66.1,1.583,-7.7%,1.57,41,53.7,0.956,-7.0%,-0.14,0.5516
0,5/50/150,14,3.0,4.0,6-17h,112,53.6,1.485,-6.5%,1.71,38,50.0,1.324,-5.9%,1.04,0.5514
0,5/50/80,20,2.5,3.0,6-17h,165,53.9,1.394,-7.0%,1.9,56,41.1,0.823,-11.5%,-0.93,0.5513
0,9/42/150,20,2.0,4.0,7-16h,93,44.1,1.495,-10.6%,1.83,38,36.8,1.15,-6.8%,0.61,0.5509
0,5/50/150,20,2.5,2.5,6-17h,131,60.3,1.48,-4.9%,1.65,46,47.8,0.906,-8.7%,-0.37,0.5505
0,12/26/80,14,1.5,3.0,7-16h,133,41.4,1.412,-9.7%,1.95,56,33.9,1.011,-7.8%,0.07,0.5505
0,5/42/200,14,1.5,3.0,7-16h,125,41.6,1.393,-6.8%,1.88,48,35.4,1.079,-7.8%,0.42,0.5503
0,5/42/200,14,2.0,4.0,6-17h,128,41.4,1.375,-5.9%,1.88,50,34.0,1.015,-7.7%,0.08,0.5503
0,5/50/100,20,2.0,3.0,7-16h,144,48.6,1.399,-7.8%,1.9,51,41.2,1.037,-6.8%,0.19,0.5501
0,5/26/100,10,1.5,2.5,7-16h,174,44.8,1.317,-8.8%,2.09,73,30.1,0.716,-18.2%,-2.31,0.55
0,5/26/100,14,1.5,2.5,7-16h,174,44.8,1.317,-8.8%,2.09,73,30.1,0.716,-18.2%,-2.31,0.55
0,9/42/200,14,2.0,3.5,6-17h,103,46.6,1.469,-7.9%,1.77,38,44.7,1.394,-5.9%,1.46,0.55
0,5/42/100,10,2.5,2.5,6-17h,151,59.6,1.461,-7.8%,1.78,55,45.5,0.825,-8.8%,-0.86,0.5498
0,5/42/200,20,2.0,4.0,7-16h,111,42.3,1.421,-6.8%,1.82,46,39.1,1.268,-5.9%,1.3,0.5498
0,5/50/200,14,1.5,2.5,6-17h,142,45.8,1.368,-6.9%,1.92,48,29.2,0.684,-13.9%,-1.74,0.5496
0,5/42/200,10,2.0,3.5,6-17h,132,44.7,1.379,-5.2%,1.84,51,37.3,1.025,-7.7%,0.13,0.5495
0,9/42/80,20,2.0,3.5,6-17h,154,44.2,1.344,-8.7%,2.03,52,38.5,1.08,-6.2%,0.43,0.5494
0,5/42/200,20,1.5,3.0,7-16h,125,41.6,1.385,-6.8%,1.88,48,35.4,1.079,-7.8%,0.42,0.5492
0,9/34/80,20,2.0,3.0,7-16h,133,48.9,1.416,-6.3%,1.8,54,42.6,1.097,-6.9%,0.52,0.5489
0,5/50/200,20,2.5,2.5,7-16h,113,61.1,1.523,-4.0%,1.51,39,43.6,0.764,-9.6%,-0.84,0.5488
0,12/26/200,20,2.0,4.0,7-16h,95,43.2,1.5,-7.8%,1.69,41,46.3,1.712,-4.9%,2.8,0.5488
0,5/50/100,20,2.5,3.5,7-16h,129,51.2,1.414,-6.4%,1.8,46,43.5,1.064,-7.1%,0.28,0.5485
0,12/26/80,20,2.0,3.5,7-16h,124,45.2,1.427,-7.7%,1.82,51,41.2,1.211,-5.9%,1.08,0.5483
0,5/50/80,20,2.5,3.0,7-16h,149,54.4,1.414,-6.3%,1.79,51,39.2,0.761,-11.8%,-1.17,0.5482
0,5/42/200,20,2.5,2.5,7-16h,113,61.1,1.536,-5.0%,1.51,43,48.8,0.946,-5.0%,-0.2,0.5481
0,5/42/200,20,2.5,4.0,6-17h,122,47.5,1.427,-5.9%,1.75,46,39.1,1.016,-7.4%,0.07,0.5481
0,9/42/80,20,2.0,3.0,6-17h,160,48.1,1.368,-9.7%,2.0,54,42.6,1.099,-5.0%,0.52,0.5481
0,9/42/80,20,2.0,4.0,6-17h,153,41.2,1.354,-15.8%,2.24,51,37.3,1.174,-6.9%,0.94,0.5479
0,9/42/100,14,2.0,3.5,7-16h,108,46.3,1.448,-8.5%,1.8,41,43.9,1.34,-5.9%,1.41,0.5479
0,5/50/150,10,3.0,3.5,6-17h,116,56.9,1.496,-6.7%,1.64,39,56.4,1.499,-5.9%,1.47,0.5476
0,9/42/80,20,2.0,3.5,7-16h,128,45.3,1.395,-9.4%,1.93,47,40.4,1.172,-3.9%,0.82,0.5476
0,5/34/100,10,2.0,3.0,7-16h,143,49.0,1.383,-10.2%,1.98,49,42.9,1.113,-10.5%,0.53,0.5474
0,5/34/150,20,1.5,3.0,7-16h,140,41.4,1.351,-11.6%,2.09,53,30.2,0.852,-16.7%,-0.89,0.5474
0,5/42/200,10,2.5,2.5,7-16h,111,61.3,1.548,-5.9%,1.51,42,50.0,0.99,-5.0%,-0.04,0.5474
0,5/50/200,10,2.5,2.5,7-16h,113,61.1,1.529,-4.9%,1.51,38,44.7,0.8,-9.6%,-0.68,0.5473
0,9/26/100,20,2.0,4.0,6-17h,152,40.8,1.345,-11.4%,2.09,57,40.4,1.334,-7.7%,2.01,0.5471
0,5/50/100,14,2.5,2.5,6-17h,150,59.3,1.441,-5.9%,1.71,53,47.2,0.885,-5.9%,-0.54,0.547
0,5/50/80,10,2.5,3.0,7-16h,147,54.4,1.418,-6.4%,1.77,51,39.2,0.76,-11.8%,-1.17,0.5469
0,9/26/150,10,2.0,3.5,6-17h,142,44.4,1.358,-6.9%,1.9,57,42.1,1.25,-7.7%,1.48,0.5469
0,5/42/150,20,2.5,3.5,7-16h,110,51.8,1.469,-5.0%,1.62,44,47.7,1.266,-5.9%,1.05,0.5468
0,9/26/100,10,2.0,3.5,6-17h,155,43.9,1.331,-6.9%,1.95,60,40.0,1.146,-8.2%,0.94,0.5468
0,5/42/150,14,2.0,3.5,7-16h,114,45.6,1.415,-6.1%,1.76,50,40.0,1.15,-8.6%,0.78,0.5466
0,5/50/200,10,1.5,2.5,6-17h,145,45.5,1.361,-6.9%,1.89,48,31.2,0.751,-13.3%,-1.34,0.5466
0,12/26/200,20,2.0,4.0,6-17h,114,42.1,1.449,-9.6%,1.82,44,40.9,1.37,-6.0%,1.67,0.5466
0,5/50/150,20,2.0,3.5,7-16h,124,45.2,1.4,-7.0%,1.82,45,40.0,1.154,-6.6%,0.7,0.5464
0,9/42/100,20,2.0,4.0,6-17h,132,41.7,1.388,-12.3%,2.03,46,39.1,1.27,-6.8%,1.3,0.5463
0,5/26/80,20,1.5,3.0,7-16h,169,40.2,1.308,-11.5%,2.15,78,26.9,0.733,-21.7%,-2.43,0.5462
0,5/42/80,20,3.0,3.0,7-16h,122,60.7,1.52,-6.8%,1.58,50,46.0,0.844,-6.0%,-0.69,0.5462
0,9/42/80,10,2.5,3.0,7-16h,117,56.4,1.498,-9.8%,1.73,40,50.0,1.191,-5.1%,0.64,0.5462
0,5/42/150,10,2.0,3.0,6-17h,143,48.3,1.365,-4.5%,1.79,56,39.3,0.959,-8.6%,-0.23,0.5461
0,12/26/100,20,2.0,4.0,7-16h,111,42.3,1.444,-9.6%,1.82,45,44.4,1.585,-5.9%,2.6,0.546
0,9/42/100,14,2.0,3.0,7-16h,109,50.5,1.477,-9.2%,1.74,44,45.5,1.229,-4.0%,0.97,0.5458
0,5/34/100,10,2.0,3.0,6-17h,167,47.9,1.332,-9.9%,2.04,56,39.3,0.957,-13.2%,-0.23,0.5456
0,5/42/80,20,1.5,3.0,7-16h,166,40.4,1.306,-11.7%,2.15,59,32.2,0.937,-9.7%,-0.42,0.5455
0,5/50/100,10,2.5,2.5,7-16h,133,60.2,1.476,-6.8%,1.65,45,48.9,0.946,-7.8%,-0.2,0.5453
0,5/42/150,14,2.0,3.0,7-16h,119,49.6,1.425,-6.3%,1.73,50,44.0,1.16,-8.6%,0.79,0.5452
0,5/42/200,20,2.5,3.5,7-16h,108,51.9,1.473,-5.0%,1.59,42,45.2,1.143,-5.9%,0.56,0.5452
0,9/42/200,10,2.0,3.0,7-16h,90,52.2,1.547,-11.5%,1.68,38,44.7,1.195,-4.9%,0.72,0.5452
0,5/50/150,20,2.5,3.0,6-17h,127,55.1,1.441,-4.7%,1.64,46,47.8,1.089,-8.1%,0.36,0.5451
0,5/50/150,20,1.5,2.5,6-17h,152,45.4,1.333,-8.0%,1.96,52,32.7,0.8,-11.8%,-1.14,0.545
0,5/50/200,10,2.5,3.5,6-17h,117,51.3,1.444,-4.8%,1.63,41,46.3,1.197,-6.7%,0.73,0.5447
0,5/42/200,10,1.5,3.0,7-16h,126,41.3,1.387,-6.9%,1.81,48,37.5,1.18,-7.8%,0.94,0.5444
0,5/50/150,10,3.0,3.0,6-17h,117,60.7,1.507,-4.9%,1.51,42,54.8,1.202,-5.0%,0.64,0.5443
0,9/26/150,14,1.5,3.0,6-17h,154,40.3,1.317,-6.9%,1.94,63,36.5,1.132,-7.1%,0.92,0.5442
0,9/42/200,20,2.0,3.5,7-16h,88,47.7,1.52,-10.1%,1.67,35,37.1,1.02,-6.8%,0.07,0.5442
0,5/42/200,10,3.0,3.0,7-16h,104,61.5,1.572,-6.8%,1.45,39,56.4,1.279,-4.0%,0.82,0.544
0,5/50/200,10,2.5,3.0,7-16h,111,55.9,1.486,-4.5%,1.53,38,44.7,0.96,-8.7%,-0.14,0.5439
0,9/42/150,20,2.0,3.5,6-17h,108,46.3,1.442,-9.7%,1.8,42,38.1,1.063,-8.6%,0.27,0.5439
0,9/42/200,14,3.0,3.5,7-16h,81,59.3,1.625,-7.8%,1.38,29,51.7,1.235,-4.9%,0.56,0.5438
0,5/42/100,14,2.5,3.5,7-16h,119,51.3,1.434,-5.5%,1.66,50,42.0,1.002,-6.1%,0.01,0.5437
0,5/50/200,10,2.5,4.0,6-17h,113,47.8,1.436,-5.3%,1.65,40,42.5,1.171,-7.0%,0.66,0.5437
0,5/50/150,14,2.0,3.0,7-16h,123,49.6,1.428,-9.1%,1.8,45,42.2,1.083,-7.7%,0.36,0.5436
0,9/34/100,10,2.0,3.0,7-16h,120,49.2,1.433,-5.5%,1.66,50,42.0,1.07,-7.9%,0.36,0.5436
0,5/42/100,14,2.0,2.5,7-16h,138,53.6,1.41,-6.6%,1.74,56,41.1,0.865,-10.3%,-0.75,0.5434
0,9/42/200,14,2.0,4.0,6-17h,103,42.7,1.444,-8.6%,1.75,37,40.5,1.345,-5.9%,1.32,0.5434
0,5/42/100,10,2.5,3.5,6-17h,141,50.4,1.39,-7.0%,1.79,51,43.1,1.05,-6.1%,0.24,0.5433
0,5/50/150,20,3.0,4.0,7-16h,102,53.9,1.499,-7.4%,1.6,37,45.9,1.123,-7.8%,0.41,0.5433
0,5/50/100,20,1.5,3.0,7-16h,156,40.4,1.307,-8.8%,2.01,52,32.7,0.958,-8.7%,-0.25,0.5431
0,9/42/150,14,2.0,4.0,7-16h,94,43.6,1.473,-10.6%,1.76,36,36.1,1.113,-5.9%,0.44,0.543
0,5/42/200,14,2.5,3.0,7-16h,109,56.0,1.491,-5.0%,1.52,43,48.8,1.131,-4.7%,0.5,0.5428
0,5/42/200,20,2.0,3.0,7-16h,117,49.6,1.44,-7.3%,1.7,46,43.5,1.138,-5.4%,0.62,0.5428
0,5/50/150,10,2.0,3.0,7-16h,123,49.6,1.422,-9.1%,1.8,46,41.3,1.042,-7.7%,0.19,0.5428
0,5/50/200,10,2.5,3.5,7-16h,108,51.9,1.468,-5.7%,1.59,38,44.7,1.121,-7.8%,0.43,0.5428
0,5/50/200,14,2.5,3.5,7-16h,108,51.9,1.468,-5.7%,1.59,40,42.5,1.023,-7.8%,0.09,0.5428
0,5/42/150,14,2.0,3.5,6-17h,138,44.2,1.347,-5.2%,1.8,55,36.4,0.986,-8.6%,-0.08,0.5425
0,5/50/150,14,1.5,3.0,7-16h,134,41.0,1.352,-7.8%,1.88,46,30.4,0.862,-10.7%,-0.72,0.5425
0,9/42/80,14,2.0,4.0,7-16h,127,41.7,1.367,-10.6%,1.95,44,36.4,1.125,-5.9%,0.6,0.5423
0,5/50/150,10,2.5,3.0,6-17h,127,55.1,1.437,-5.7%,1.64,46,50.0,1.19,-6.1%,0.74,0.5422
0,5/50/100,10,2.0,2.5,7-16h,144,53.5,1.395,-7.7%,1.79,52,40.4,0.839,-8.6%,-0.82,0.542
0,9/42/150,10,2.0,3.5,7-16h,95,47.4,1.493,-11.9%,1.75,38,39.5,1.123,-6.8%,0.49,0.5417
0,9/42/200,10,2.0,3.5,6-17h,104,46.2,1.449,-7.9%,1.69,39,43.6,1.33,-5.9%,1.28,0.5417
0,5/42/150,10,1.5,3.0,7-16h,132,40.9,1.365,-6.8%,1.81,51,37.3,1.168,-8.7%,0.94,0.5416
0,5/42/200,10,2.5,3.5,7-16h,106,51.9,1.478,-6.3%,1.57,41,46.3,1.196,-5.9%,0.73,0.5412
0,9/26/150,10,2.5,3.5,6-17h,130,50.8,1.414,-7.4%,1.73,50,50.0,1.393,-6.8%,1.69,0.541
0,5/42/100,20,3.0,2.5,7-16h,124,65.3,1.544,-7.4%,1.48,49,53.1,0.933,-7.5%,-0.25,0.5409
0,9/42/150,10,2.0,3.5,6-17h,111,45.9,1.43,-9.7%,1.78,42,40.5,1.172,-6.8%,0.74,0.5409
0,5/50/200,14,2.0,2.5,7-16h,117,54.7,1.46,-7.5%,1.64,42,40.5,0.841,-8.1%,-0.66,0.5407
0,5/50/200,10,2.0,2.5,7-16h,117,54.7,1.459,-7.5%,1.64,43,39.5,0.809,-9.0%,-0.82,0.5406
0,5/42/200,10,1.5,2.5,7-16h,126,46.0,1.387,-6.2%,1.73,49,38.8,1.041,-8.7%,0.21,0.5404
